% Model:              FEA.mph
% Version:            COMSOL 5.1.0.145
% Date:               Jun 23 2022, 08:25
% Dimension:          3
% Nodes:              500
% Expressions:        3
% Description:        Magnetic flux density, x component, Magnetic flux density, y component, Magnetic flux density, z component
% Length unit:        m
% x                       y                        z                        mf.Bx (T) @ freq=2000                             mf.By (T) @ freq=2000                             mf.Bz (T) @ freq=2000
-0.03                     0                        0.0015                   2.7863430320321085E-5-1.2281242041142554E-5i      -3.209534507311244E-7+3.0844181260448415E-7i      -8.75710789415466E-5+1.142519378723013E-4i
-0.029879759519038075     0                        0.0015                   2.8655796300103197E-5-1.2913968540493348E-5i      -8.258642532430881E-7+8.396787997846749E-7i       -8.914894039582769E-5+1.1606374331686581E-4i
-0.02975951903807615      0                        0.0015                   2.975547976512036E-5-1.3873927031616816E-5i       -6.851345477834755E-7+6.964451116959363E-7i       -9.088082545206404E-5+1.180102918131243E-4i
-0.029639278557114228     0                        0.0015                   3.0855163230137335E-5-1.4833885522739447E-5i      -5.444048423240526E-7+5.532114236072791E-7i       -9.261271050830033E-5+1.1995684030938366E-4i
-0.029519038076152304     0                        0.0015                   3.1954846695154214E-5-1.5793844013862556E-5i      -4.036751368646568E-7+4.0997773551802556E-7i      -9.434459556453657E-5+1.2190338880564244E-4i
-0.02939879759519038      0                        0.0015                   3.305453016017114E-5-1.6753802504985872E-5i       -2.6294543140553206E-7+2.667440474292599E-7i      -9.607648062077303E-5+1.2384993730190193E-4i
-0.029278557114228457     0                        0.0015                   3.415421362518777E-5-1.771376099610848E-5i        -1.2221572594597364E-7+1.2351035934038586E-7i     -9.7808365677009E-5+1.2579648579816034E-4i
-0.029158316633266533     0                        0.0015                   3.5253897090204973E-5-1.867371948723173E-5i       1.8513979513584775E-8-1.9723328748650834E-8i      -9.95402507332453E-5+1.2774303429442E-4i
-0.02903807615230461      0                        0.0015                   3.6142416874123655E-5-1.9381145773658352E-5i      -1.5044864497261538E-6+1.7399710489010155E-6i     -1.0154517766713397E-4+1.2999315884870927E-4i
-0.028917835671342686     0                        0.0015                   3.716343568370229E-5-2.024684378059939E-5i        -1.1967535971109904E-6+1.3939254475158261E-6i     -1.0366263323934984E-4+1.3237657759053467E-4i
-0.028797595190380762     0                        0.0015                   3.818445449328031E-5-2.1112541787539295E-5i       -8.890207444959354E-7+1.0478798461313008E-6i      -1.0578008881156606E-4+1.347599963323606E-4i
-0.02867735470941884      0                        0.0015                   3.920547330285854E-5-2.1978239794480376E-5i       -5.812878918808804E-7+7.018342447466535E-7i       -1.078975443837823E-4+1.3714341507418677E-4i
-0.028557114228456915     0                        0.0015                   4.022649211243742E-5-2.2843937801421773E-5i       -2.7355503926583904E-7+3.5578864336180296E-7i     -1.1001499995599834E-4+1.3952683381601345E-4i
-0.028436873747494987     0                        0.0015                   4.124751092201573E-5-2.3709635808362546E-5i       3.417781334909395E-8+9.743041977480944E-9i        -1.1213245552821477E-4+1.4191025255783944E-4i
-0.028316633266533064     0                        0.0015                   4.2268529731594225E-5-2.4575333815303186E-5i      3.419106659642438E-7-3.3630255940727475E-7i       -1.1424991110043105E-4+1.442936712996661E-4i
-0.02819639278557114      0                        0.0015                   4.328954854117274E-5-2.5441031822243973E-5i       6.496435185793326E-7-6.823481607917865E-7i        -1.1636736667264717E-4+1.4667709004149166E-4i
-0.028076152304609216     0                        0.0015                   4.431056735075095E-5-2.6306729829184794E-5i       9.573763711945773E-7-1.0283937621766913E-6i       -1.1848482224486319E-4+1.4906050878331798E-4i
-0.027955911823647293     0                        0.0015                   4.533158616032962E-5-2.7172427836125675E-5i       1.265109223809456E-6-1.3744393635613386E-6i       -1.2060227781707926E-4+1.5144392752514373E-4i
-0.02783567134268537      0                        0.0015                   4.635260496990801E-5-2.8038125843066096E-5i       1.5728420764245924E-6-1.7204849649460943E-6i      -1.2271973338929558E-4+1.5382734626697025E-4i
-0.027715430861723445     0                        0.0015                   4.737362377948656E-5-2.8903823850007065E-5i       1.8805749290396406E-6-2.0665305663313243E-6i      -1.2483718896151157E-4+1.562107650087963E-4i
-0.02759519038076152      0                        0.0015                   4.839464258906495E-5-2.9769521856948245E-5i       2.1883077816547633E-6-2.4125761677152397E-6i      -1.269546445337278E-4+1.5859418375062292E-4i
-0.027474949899799598     0                        0.0015                   5.194785934228851E-5-3.339578536385804E-5i        -1.7345657538260376E-7+1.153280416233874E-7i      -1.2914452434513657E-4+1.6102129553922606E-4i
-0.027354709418837674     0                        0.0015                   5.335285753311228E-5-3.466569665836723E-5i        -3.8343528055522806E-7+3.120819454965663E-7i      -1.3127792349087856E-4+1.6341595129457058E-4i
-0.02723446893787575      0                        0.0015                   5.4757855723936485E-5-3.5935607952877054E-5i      -5.934139857265683E-7+5.088358493668991E-7i       -1.3341132263661908E-4+1.6581060704991726E-4i
-0.027114228456913827     0                        0.0015                   5.618533393397513E-5-3.716625298543263E-5i        -5.35925193949333E-7+5.816379302127372E-7i        -1.3876603882266006E-4+1.7198569530292368E-4i
-0.026993987975951903     0                        0.0015                   5.854649270916301E-5-3.948129896981533E-5i        -3.615932129048154E-7+3.815107855535514E-7i       -1.412213431108508E-4+1.746747346228221E-4i
-0.02687374749498998      0                        0.0015                   6.090765148435083E-5-4.1796344954197725E-5i       -1.872612318606604E-7+1.813836408945079E-7i       -1.436766473990413E-4+1.7736377394271985E-4i
-0.026753507014028056     0                        0.0015                   6.326881025953813E-5-4.411139093857963E-5i        -1.2929250816512156E-8-1.8743503763803777E-8i     -1.461319516872316E-4+1.8005281326261718E-4i
-0.026633266533066132     0                        0.0015                   6.562996903472583E-5-4.642643692296197E-5i        1.6140273022816802E-7-2.1887064842324709E-7i      -1.4858725597542276E-4+1.8274185258251602E-4i
-0.02651302605210421      0                        0.0015                   7.05760909084659E-5-5.1670532376757396E-5i        1.5592344820136294E-6-1.865675878244793E-6i       -1.5159121122410507E-4+1.8595522237439935E-4i
-0.026392785571142285     0                        0.0015                   7.276709388055839E-5-5.381153618045639E-5i        1.3917653978703557E-6-1.6642576202769072E-6i      -1.5461735624205543E-4+1.893167918507014E-4i
-0.02627254509018036      0                        0.0015                   7.495809685265125E-5-5.595253998415576E-5i        1.224296313727353E-6-1.4628393623095093E-6i       -1.576435012600045E-4+1.926783613270024E-4i
-0.026152304609218437     0                        0.0015                   7.714909982474389E-5-5.809354378785486E-5i        1.0568272295839167E-6-1.261421104341244E-6i       -1.6066964627795444E-4+1.960399308033039E-4i
-0.02603206412825651      0                        0.0015                   7.934010279683648E-5-6.02345475915532E-5i         8.893581454407244E-7-1.0600028463736834E-6i       -1.636957912959033E-4+1.9940150027960405E-4i
-0.025911823647294586     0                        0.0015                   8.153110576892972E-5-6.237555139525306E-5i        7.218890612977489E-7-8.585845884058517E-7i        -1.6672193631385413E-4+2.0276306975590665E-4i
-0.025791583166332663     0                        0.0015                   8.372210874102237E-5-6.451655519895249E-5i        5.544199771543939E-7-6.571663304380743E-7i        -1.6974808133180279E-4+2.0612463923220763E-4i
-0.02567134268537074      0                        0.0015                   8.591311171311496E-5-6.665755900265148E-5i        3.869508930113099E-7-4.5574807247018845E-7i       -1.727742263497527E-4+2.0948620870850918E-4i
-0.025551102204408815     0                        0.0015                   8.810411468520728E-5-6.879856280635026E-5i        2.1948180886773808E-7-2.5432981450208576E-7i      -1.758003713677033E-4+2.128477781848113E-4i
-0.02543086172344689      0                        0.0015                   8.9189051476752E-5-6.946320356579685E-5i          1.0644895921162266E-6-1.281934952787801E-6i       -1.7718342003129433E-4+2.1384063937046377E-4i
-0.025310621242484968     0                        0.0015                   9.124698174076654E-5-7.14774549868984E-5i         9.802115787076865E-7-1.1855016380674934E-6i       -1.837794445007464E-4+2.213229998118011E-4i
-0.025190380761523044     0                        0.0015                   9.33049120047809E-5-7.349170640799841E-5i         8.959335652996344E-7-1.0890683233476738E-6i       -1.9037546897019921E-4+2.2880536025314045E-4i
-0.02507014028056112      0                        0.0015                   9.536284226879704E-5-7.550595782910286E-5i        8.116555518913925E-7-9.926350086273664E-7i        -1.9697149343965174E-4+2.3628772069447844E-4i
-0.024949899799599197     0                        0.0015                   9.742077253281257E-5-7.752020925020367E-5i        7.273775384829202E-7-8.962016939072757E-7i        -2.0356751790910532E-4+2.4377008113581812E-4i
-0.024829659318637273     0                        0.0015                   9.947870279682739E-5-7.953446067130587E-5i        6.430995250747461E-7-7.99768379187158E-7i         -2.1016354237855803E-4+2.5125244157715645E-4i
-0.02470941883767535      0                        0.0015                   1.0153663306084295E-4-8.154871209240845E-5i       5.588215116666533E-7-7.033350644670673E-7i        -2.1675956684801033E-4+2.5873480201849474E-4i
-0.024589178356713426     0                        0.0015                   1.0359456332485859E-4-8.356296351351113E-5i       4.7454349825835044E-7-6.06901749747058E-7i        -2.2335559131746326E-4+2.662171624598339E-4i
-0.024468937875751502     0                        0.0015                   1.056524935888732E-4-8.557721493461198E-5i        3.9026548484999337E-7-5.104684350268657E-7i       -2.2995161578691635E-4+2.736995229011725E-4i
-0.02434869739478958      0                        0.0015                   1.0771042385288862E-4-8.759146635571363E-5i       3.0598747144168373E-7-4.1403512030673445E-7i      -2.365476402563682E-4+2.811818833425107E-4i
-0.024228456913827655     0                        0.0015                   1.0976835411690333E-4-8.960571777681518E-5i       2.217094580336248E-7-3.176018055866845E-7i        -2.4314366472582107E-4+2.8866424378384836E-4i
-0.02410821643286573      0                        0.0015                   1.1182628438091892E-4-9.161996919791738E-5i       1.3743144462520505E-7-2.21168490866521E-7i        -2.497396891952737E-4+2.961466042251871E-4i
-0.023987975951903807     0                        0.0015                   1.1388421464493472E-4-9.363422061902055E-5i       5.315343121698859E-8-1.2473517614650998E-7i       -2.563357136647266E-4+3.03628964666527E-4i
-0.023867735470941884     0                        0.0015                   1.2909558242570746E-4-1.1036846462481292E-4i      -3.338298762701035E-6+3.5568543411562353E-6i      -2.5725497275935435E-4+3.042686008282614E-4i
-0.02374749498997996      0                        0.0015                   1.3264101146964676E-4-1.140792154023109E-4i       -4.1106356989851304E-6+4.411775002677074E-6i      -2.638774713910935E-4+3.117312148426247E-4i
-0.023627254509018036     0                        0.0015                   1.3963610796497973E-4-1.2163409064420298E-4i      -2.482077787523216E-7-1.6208380314232558E-8i      -2.6771117399374434E-4+3.160159594936714E-4i
-0.023507014028056113     0                        0.0015                   1.4698239295899676E-4-1.2972102597433885E-4i      -8.409666151258308E-8-1.3893144109461408E-7i      -2.7184152068657224E-4+3.20353494030134E-4i
-0.02338677354709419      0                        0.0015                   1.543286779530101E-4-1.3780796130447704E-4i       8.00144557263965E-8-2.6165450187510403E-7i        -2.759718673794021E-4+3.2469102856660416E-4i
-0.023266533066132265     0                        0.0015                   1.6167496294702333E-4-1.45894896634615E-4i        2.441255729653761E-7-3.8437756265602765E-7i       -2.801022140722318E-4+3.290285631030727E-4i
-0.02314629258517034      0                        0.0015                   1.6902124794103857E-4-1.5398183196475477E-4i      4.0823669020489776E-7-5.071006234371681E-7i       -2.8423256076505834E-4+3.333660976395386E-4i
-0.023026052104208418     0                        0.0015                   1.7636753293505164E-4-1.6206876729489203E-4i      5.723478074442026E-7-6.298236842178749E-7i        -2.883629074578891E-4+3.3770363217600725E-4i
-0.022905811623246494     0                        0.0015                   1.837138179290658E-4-1.7015570262503103E-4i       7.364589246832906E-7-7.525467449979312E-7i        -2.9249325415071665E-4+3.4204116671247516E-4i
-0.02278557114228457      0                        0.0015                   1.910601029230794E-4-1.78242637955167E-4i         9.005700419219449E-7-8.752698057797222E-7i        -2.9662360084354656E-4+3.463787012489446E-4i
-0.022665330661322647     0                        0.0015                   1.9840638791709584E-4-1.8632957328530817E-4i      1.0646811591614666E-6-9.97992866560212E-7i        -3.00753947536374E-4+3.507162357854101E-4i
-0.02254509018036072      0                        0.0015                   2.0581721806102612E-4-1.9438525657119158E-4i      2.0209673489537993E-6-2.2167686758340103E-6i      -3.078235743738194E-4+3.5888616154517263E-4i
-0.022424849699398796     0                        0.0015                   2.1606445747922927E-4-2.059682990197636E-4i       1.6748573323874672E-6-1.8069008431147063E-6i      -3.187561108889325E-4+3.71032477424068E-4i
-0.022304609218436872     0                        0.0015                   2.2631169689743126E-4-2.1755134146833537E-4i      1.3287473158198613E-6-1.3970330103941554E-6i      -3.296886474040503E-4+3.8317879330296875E-4i
-0.02218436873747495      0                        0.0015                   2.3655893631563252E-4-2.291343839169055E-4i       9.82637299253475E-7-9.87165177675529E-7i          -3.4062118391916743E-4+3.9532510918186697E-4i
-0.022064128256513025     0                        0.0015                   2.4680617573383647E-4-2.4071742636547992E-4i      6.365272826856793E-7-5.772973449563062E-7i        -3.515537204342819E-4+4.0747142506076167E-4i
-0.0219438877755511       0                        0.0015                   2.57053415152038E-4-2.5230046881405085E-4i        2.9041726611956416E-7-1.6742951223727319E-7i      -3.6248625694939777E-4+4.1961774093966087E-4i
-0.021823647294589178     0                        0.0015                   2.6730065457023985E-4-2.638835112626209E-4i       -5.569275044787917E-8+2.424383204831422E-7i       -3.7341879346451423E-4+4.317640568185576E-4i
-0.021703406813627254     0                        0.0015                   2.7754789398844296E-4-2.754665537111928E-4i       -4.0180276701439415E-7+6.523061532016737E-7i      -3.843513299796285E-4+4.439103726974548E-4i
-0.02158316633266533      0                        0.0015                   2.8779513340664535E-4-2.870495961597668E-4i       -7.479127835811412E-7+1.0621739859211032E-6i      -3.952838664947442E-4+4.560566885763506E-4i
-0.021462925851703406     0                        0.0015                   2.980423728248478E-4-2.986326386083382E-4i        -1.0940228001476206E-6+1.4720418186398177E-6i     -4.0621640300985963E-4+4.682030044552477E-4i
-0.021342685370741483     0                        0.0015                   3.082896122430515E-4-3.102156810569082E-4i        -1.4401328167152401E-6+1.8819096513603313E-6i     -4.171489395249754E-4+4.8034932033414574E-4i
-0.02122244488977956      0                        0.0015                   3.185368516612522E-4-3.217987235054827E-4i        -1.7862428332828326E-6+2.2917774840803808E-6i     -4.2808147604009235E-4+4.924956362130428E-4i
-0.021102204408817635     0                        0.0015                   3.552693593831679E-4-3.6326456412560243E-4i       -7.875578707412735E-6+8.661605337950153E-6i       -4.317122014374323E-4+4.960613145239364E-4i
-0.02098196392785571      0                        0.0015                   3.6685804310432097E-4-3.7625983978089846E-4i      -8.840784006314381E-6+9.653050660122023E-6i       -4.4149450318400175E-4+5.068586910416253E-4i
-0.020861723446893785     0                        0.0015                   3.784467268254714E-4-3.892551154361924E-4i        -9.80598930521451E-6+1.0644495982289936E-5i       -4.5127680493057035E-4+5.176560675593132E-4i
-0.02074148296593186      0                        0.0015                   3.9003541054662876E-4-4.0225039109148986E-4i      -1.0771194604114475E-5+1.1635941304458716E-5i     -4.610591066771411E-4+5.284534440769975E-4i
-0.020621242484969937     0                        0.0015                   4.1545255189044504E-4-4.328500542632569E-4i       -3.5128789890081016E-6+4.362501135482229E-6i      -4.577615727976679E-4+5.223951752377238E-4i
-0.020501002004008013     0                        0.0015                   4.332632863411112E-4-4.530575208267409E-4i        -3.8949902569636145E-6+4.754652368370305E-6i      -4.607074510161145E-4+5.24976969677524E-4i
-0.02038076152304609      0                        0.0015                   4.5984820693968187E-4-4.838054813636997E-4i       3.9524270445797575E-6-4.472691091343705E-6i       -5.022587629832311E-4+5.730956290128176E-4i
-0.020260521042084166     0                        0.0015                   4.885378290521436E-4-5.17441951357848E-4i         2.0714567822931922E-5-2.4515243025640754E-5i      -5.048502851911912E-4+5.755762911657109E-4i
-0.020140280561122242     0                        0.0015                   4.657453623208072E-4-4.904082124036774E-4i        -8.104680718865921E-6+9.457127546054489E-6i       -5.02030723300259E-4+5.714792799122329E-4i
-0.02002004008016032      0                        0.0015                   5.05307777477308E-4-5.368825457639412E-4i         -6.910839964713832E-6+8.055397519211643E-6i       -5.247532504212384E-4+5.971908915374301E-4i
-0.019899799599198395     0                        0.0015                   5.448701926338157E-4-5.833568791242015E-4i        -5.716999210558273E-6+6.653667492366629E-6i       -5.474757775422107E-4+6.229025031626099E-4i
