% Model,FEA.mph
% Version,COMSOL 6.0.0.318
% Date,"Jul 31 2022, 08:26"
% Dimension,2
% Nodes,1
% Expressions,1
% Description,Coil voltage
% Length unit,m
% r,z,mf.VCoil_1 (V) @ freq=500, Switch 1=Stainless Steel
0.05000000000000001,0,0.31895796344016475+0.10366914161029055i
