1,-36,36,-0.5
2,-36,-36,-0.5
3,36,36,-0.5
4,36,-36,-0.5
5,-5.19615221,-3,-0.5
6,-3,-5.19615221,-0.5
7,0,-6,-0.5
8,3,-5.19615221,-0.5
9,5.19615221,-3,-0.5
10,-6,0,-0.5
11,6,0,-0.5
12,5.19615221,3,-0.5
13,3,5.19615221,-0.5
14,0,6,-0.5
15,-3,5.19615221,-0.5
16,-5.19615221,3,-0.5
17,-36,33,-0.5
18,-36,30,-0.5
19,-36,27,-0.5
20,-36,24,-0.5
21,-36,21,-0.5
22,-36,18,-0.5
23,-36,15,-0.5
24,-36,12,-0.5
25,-36,9,-0.5
26,-36,6,-0.5
27,-36,3,-0.5
28,-36,0,-0.5
29,-36,-3,-0.5
30,-36,-6,-0.5
31,-36,-9,-0.5
32,-36,-12,-0.5
33,-36,-15,-0.5
34,-36,-18,-0.5
35,-36,-21,-0.5
36,-36,-24,-0.5
37,-36,-27,-0.5
38,-36,-30,-0.5
39,-36,-33,-0.5
40,33,36,-0.5
41,30,36,-0.5
42,27,36,-0.5
43,24,36,-0.5
44,21,36,-0.5
45,18,36,-0.5
46,15,36,-0.5
47,12,36,-0.5
48,9,36,-0.5
49,6,36,-0.5
50,3,36,-0.5
51,0,36,-0.5
52,-3,36,-0.5
53,-6,36,-0.5
54,-9,36,-0.5
55,-12,36,-0.5
56,-15,36,-0.5
57,-18,36,-0.5
58,-21,36,-0.5
59,-24,36,-0.5
60,-27,36,-0.5
61,-30,36,-0.5
62,-33,36,-0.5
63,36,-33,-0.5
64,36,-30,-0.5
65,36,-27,-0.5
66,36,-24,-0.5
67,36,-21,-0.5
68,36,-18,-0.5
69,36,-15,-0.5
70,36,-12,-0.5
71,36,-9,-0.5
72,36,-6,-0.5
73,36,-3,-0.5
74,36,0,-0.5
75,36,3,-0.5
76,36,6,-0.5
77,36,9,-0.5
78,36,12,-0.5
79,36,15,-0.5
80,36,18,-0.5
81,36,21,-0.5
82,36,24,-0.5
83,36,27,-0.5
84,36,30,-0.5
85,36,33,-0.5
86,-33,-36,-0.5
87,-30,-36,-0.5
88,-27,-36,-0.5
89,-24,-36,-0.5
90,-21,-36,-0.5
91,-18,-36,-0.5
92,-15,-36,-0.5
93,-12,-36,-0.5
94,-9,-36,-0.5
95,-6,-36,-0.5
96,-3,-36,-0.5
97,0,-36,-0.5
98,3,-36,-0.5
99,6,-36,-0.5
100,9,-36,-0.5
101,12,-36,-0.5
102,15,-36,-0.5
103,18,-36,-0.5
104,21,-36,-0.5
105,24,-36,-0.5
106,27,-36,-0.5
107,30,-36,-0.5
108,33,-36,-0.5
109,-2.79042482,-33.1980782,-0.5
110,-33.1355247,14.7412844,-0.5
111,-33.3321609,5.81320858,-0.5
112,-6.33969402,33.2162895,-0.5
113,-18.0714359,33.4006729,-0.5
114,33.2969398,6.09976482,-0.5
115,33.1996193,18.0737171,-0.5
116,-11.894002,-33.115406,-0.5
117,-32.9997597,17.7000675,-0.5
118,-9.29681396,33.3337746,-0.5
119,-32.6826782,23.8519859,-0.5
120,-32.8493919,20.7247314,-0.5
121,-33.2704582,11.7453632,-0.5
122,-33.3435097,8.76303577,-0.5
123,-33.3150673,-0.121666744,-0.5
124,-33.3033485,-3.10798502,-0.5
125,-33.0353088,-9.057827,-0.5
126,-32.9818344,-15.0879974,-0.5
127,-33.0180931,-18.1547451,-0.5
128,-33.1098137,-24.1874027,-0.5
129,-33.1187134,-27.1516285,-0.5
