1,-36,36,-1
2,-36,-36,-1
3,36,36,-1
4,36,-36,-1
5,-5.19615221,-3,-1
6,-3,-5.19615221,-1
7,0,-6,-1
8,3,-5.19615221,-1
9,5.19615221,-3,-1
10,-6,0,-1
11,6,0,-1
12,5.19615221,3,-1
13,3,5.19615221,-1
14,0,6,-1
15,-3,5.19615221,-1
16,-5.19615221,3,-1
17,-36,33,-1
18,-36,30,-1
19,-36,27,-1
20,-36,24,-1
21,-36,21,-1
22,-36,18,-1
23,-36,15,-1
24,-36,12,-1
25,-36,9,-1
26,-36,6,-1
27,-36,3,-1
28,-36,0,-1
29,-36,-3,-1
30,-36,-6,-1
31,-36,-9,-1
32,-36,-12,-1
33,-36,-15,-1
34,-36,-18,-1
35,-36,-21,-1
36,-36,-24,-1
37,-36,-27,-1
38,-36,-30,-1
39,-36,-33,-1
40,33,36,-1
41,30,36,-1
42,27,36,-1
43,24,36,-1
44,21,36,-1
45,18,36,-1
46,15,36,-1
47,12,36,-1
48,9,36,-1
49,6,36,-1
50,3,36,-1
51,0,36,-1
52,-3,36,-1
53,-6,36,-1
54,-9,36,-1
55,-12,36,-1
56,-15,36,-1
57,-18,36,-1
58,-21,36,-1
59,-24,36,-1
60,-27,36,-1
61,-30,36,-1
62,-33,36,-1
63,36,-33,-1
64,36,-30,-1
65,36,-27,-1
66,36,-24,-1
67,36,-21,-1
68,36,-18,-1
69,36,-15,-1
70,36,-12,-1
71,36,-9,-1
72,36,-6,-1
73,36,-3,-1
74,36,0,-1
75,36,3,-1
76,36,6,-1
77,36,9,-1
78,36,12,-1
79,36,15,-1
80,36,18,-1
81,36,21,-1
82,36,24,-1
83,36,27,-1
84,36,30,-1
85,36,33,-1
86,-33,-36,-1
87,-30,-36,-1
88,-27,-36,-1
89,-24,-36,-1
90,-21,-36,-1
91,-18,-36,-1
92,-15,-36,-1
93,-12,-36,-1
94,-9,-36,-1
95,-6,-36,-1
96,-3,-36,-1
97,0,-36,-1
98,3,-36,-1
99,6,-36,-1
100,9,-36,-1
101,12,-36,-1
102,15,-36,-1
103,18,-36,-1
104,21,-36,-1
105,24,-36,-1
106,27,-36,-1
107,30,-36,-1
108,33,-36,-1
109,-2.79042482,-33.1980782,-1
110,-33.1355247,14.7412844,-1
111,-33.3321609,5.81320858,-1
112,-6.33969402,33.2162895,-1
113,-18.0714359,33.4006729,-1
114,33.2969398,6.09976482,-1
115,33.1996193,18.0737171,-1
116,-11.894002,-33.115406,-1
117,-32.9997597,17.7000675,-1
118,-9.29681396,33.3337746,-1
119,-32.6826782,23.8519859,-1
120,-32.8493919,20.7247314,-1
121,-33.2704582,11.7453632,-1
122,-33.3435097,8.76303577,-1
123,-33.3150673,-0.121666744,-1
124,-33.3033485,-3.10798502,-1
125,-33.0353088,-9.057827,-1
126,-32.9818344,-15.0879974,-1
