% Model:              FEA_current_excitation.mph
% Version:            COMSOL 6.0.0.318
% Date:               Sep 29 2022, 14:26
% Table:              Table 1 - Point Evaluation 1
% Switch 1 index         Time (s)                 Magnetic flux density, z component (T), Point: 5
3                        1.0101010101010101E-4    0.001989589779354644
3                        1.2121212121212122E-4    0.002379159645754185
3                        1.414141414141414E-4     0.0027595447635347676
3                        1.6161616161616162E-4    0.003129332718521831
3                        1.8181818181818183E-4    0.0034873018298991264
3                        2.0202020202020202E-4    0.0038316112495610307
3                        2.2222222222222223E-4    0.004160748268212645
3                        2.4242424242424245E-4    0.004473492153440536
3                        2.6262626262626266E-4    0.004768562112336937
3                        2.828282828282828E-4     0.005044574995780458
3                        3.0303030303030303E-4    0.005300362083192419
3                        3.2323232323232324E-4    0.005535043678401047
3                        3.4343434343434346E-4    0.005747720316293468
3                        3.6363636363636367E-4    0.005937154020472073
3                        3.8383838383838383E-4    0.006102533523632554
3                        4.0404040404040404E-4    0.0062437903625339325
3                        4.2424242424242425E-4    0.006360224674281156
3                        4.4444444444444447E-4    0.006450788034038238
3                        4.646464646464647E-4     0.006515183008432201
3                        4.848484848484849E-4     0.006553712891134366
3                        5.05050505050505E-4      0.0065661108976698265
3                        5.252525252525253E-4     0.006551805458224194
3                        5.454545454545455E-4     0.0065110707563233
3                        5.656565656565656E-4     0.00644426520452808
3                        5.858585858585859E-4     0.006351566918626453
3                        6.060606060606061E-4     0.006233257468075547
3                        6.262626262626263E-4     0.006089886636696162
3                        6.464646464646465E-4     0.005922055159892885
3                        6.666666666666666E-4     0.005730382229546781
3                        6.868686868686869E-4     0.005515605095490074
3                        7.070707070707071E-4     0.005278651183819912
3                        7.272727272727273E-4     0.0050205267398339085
3                        7.474747474747475E-4     0.004742120234514565
3                        7.676767676767677E-4     0.004444496864160333
3                        7.878787878787879E-4     0.004129133241139676
3                        8.080808080808081E-4     0.0037973777407207575
3                        8.282828282828283E-4     0.0034500716740816628
3                        8.484848484848485E-4     0.003088619750946121
3                        8.686868686868687E-4     0.0027150174314838423
3                        8.888888888888889E-4     0.0023307377724193184
3                        9.090909090909091E-4     0.0019367974303434897
3                        9.292929292929294E-4     0.001534845995592719
3                        9.494949494949495E-4     0.001127001304775155
3                        9.696969696969698E-4     7.148050799246262E-4
3                        9.8989898989899E-4       2.994456440351831E-4
3                        0.00101010101010101      -1.171687653311445E-4
3                        0.0010303030303030303    -5.331196297267075E-4
3                        0.0010505050505050506    -9.469649728198958E-4
3                        0.0010707070707070708    -0.0013572295563883032
3                        0.001090909090909091     -0.0017618993441347877
3                        0.0011111111111111111    -0.0021591831017916787
3                        0.0011313131313131313    -0.002547969783247904
3                        0.0011515151515151516    -0.002926870252092829
3                        0.0011717171717171718    -0.003293568235801016
3                        0.001191919191919192     -0.0036468676368894386
3                        0.0012121212121212121    -0.003985693012546329
3                        0.0012323232323232323    -0.004308441748818009
3                        0.0012525252525252527    -0.004613921092527311
3                        0.0012727272727272728    -0.0049006981210014035
3                        0.001292929292929293     -0.005167870588058893
3                        0.0013131313131313131    -0.0054140957942223865
3                        0.0013333333333333333    -0.005638698510453481
3                        0.0013535353535353537    -0.005840367424294921
3                        0.0013737373737373738    -0.006018804844921533
3                        0.001393939393939394     -0.0061726413496736195
3                        0.0014141414141414141    -0.006302072975856783
3                        0.0014343434343434343    -0.006405768810325928
3                        0.0014545454545454547    -0.00648373966893255
3                        0.0014747474747474748    -0.00653559547362936
3                        0.001494949494949495     -0.006561252310975917
3                        0.0015151515151515152    -0.00656040267487128
3                        0.0015353535353535353    -0.006533230425586576
3                        0.0015555555555555557    -0.006479593619568907
3                        0.0015757575757575758    -0.006400056702019605
3                        0.001595959595959596     -0.006294537767613332
3                        0.0016161616161616162    -0.0061639855655725995
3                        0.0016363636363636363    -0.006008221198539426
3                        0.0016565656565656567    -0.005828733668815903
3                        0.0016767676767676769    -0.005625117606955905
3                        0.001696969696969697     -0.005399324719604802
3                        0.0017171717171717172    -0.005151842620429264
3                        0.0017373737373737373    -0.004883426340758378
3                        0.0017575757575757577    -0.004595289622584657
3                        0.0017777777777777779    -0.0042887547067753905
3                        0.001797979797979798     -0.003964880407206909
3                        0.0018181818181818182    -0.0036251846614410556
3                        0.0018383838383838383    -0.0032706869275511367
3                        0.0018585858585858587    -0.0029032109991272157
3                        0.0018787878787878789    -0.002523923650269906
3                        0.001898989898989899     -0.002134636005322142
3                        0.0019191919191919192    -0.0017365065868763813
3                        0.0019393939393939396    -0.001331691254780836
3                        0.0019595959595959597    -9.21185399888079E-4
3                        0.00197979797979798      -5.073012169503194E-4
3                        0.002                    -9.14452115237404E-5
4                        0                        0
4                        2.0202020202020203E-5    4.039366545886445E-4
4                        4.0404040404040405E-5    8.17661130611952E-4
4                        6.060606060606061E-5     0.001230197885370919
4                        8.080808080808081E-5     0.0016391653697272251
4                        1.0101010101010101E-4    0.002043455440168143
4                        1.2121212121212122E-4    0.002439989296755365
4                        1.414141414141414E-4     0.0028266862680004583
4                        1.6161616161616162E-4    0.003202228130817556
4                        1.8181818181818183E-4    0.003565441919233642
4                        2.0202020202020202E-4    0.003914494690261127
4                        2.2222222222222223E-4    0.0042479088118196635
4                        2.4242424242424245E-4    0.0045644822124412876
4                        2.6262626262626266E-4    0.0048629443885595414
4                        2.828282828282828E-4     0.005141899404625783
4                        3.0303030303030303E-4    0.005400177820170802
4                        3.2323232323232324E-4    0.005636912891869094
4                        3.4343434343434346E-4    0.005851213240092421
4                        3.6363636363636367E-4    0.006041816933742578
4                        3.8383838383838383E-4    0.006207911471059818
4                        4.0404040404040404E-4    0.006349467367235915
4                        4.2424242424242425E-4    0.006465788299365949
4                        4.4444444444444447E-4    0.006555795536370987
4                        4.646464646464647E-4     0.006619196342139289
4                        4.848484848484849E-4     0.006656333942913775
4                        5.05050505050505E-4      0.00666695040876709
4                        5.252525252525253E-4     0.006650456039940419
4                        5.454545454545455E-4     0.006607140295928295
4                        5.656565656565656E-4     0.006537384028899472
4                        5.858585858585859E-4     0.006441376060069691
4                        6.060606060606061E-4     0.006319408466222583
4                        6.262626262626263E-4     0.00617204940962955
4                        6.464646464646465E-4     0.005999916181084176
4                        6.666666666666666E-4     0.00580364421132831
4                        6.868686868686869E-4     0.0055839889658588744
4                        7.070707070707071E-4     0.005341899861838682
4                        7.272727272727273E-4     0.005078405331506216
4                        7.474747474747475E-4     0.004794409861384031
4                        7.676767676767677E-4     0.0044909994657917375
4                        7.878787878787879E-4     0.004169682160195797
4                        8.080808080808081E-4     0.0038318325926238054
4                        8.282828282828283E-4     0.003478301588742603
4                        8.484848484848485E-4     0.003110519062316246
4                        8.686868686868687E-4     0.002730520746074579
4                        8.888888888888889E-4     0.0023398044939647675
4                        9.090909090909091E-4     0.0019393990627532532
4                        9.292929292929294E-4     0.0015309804905790669
4                        9.494949494949495E-4     0.0011167037104892917
4                        9.696969696969698E-4     6.981347344972704E-4
4                        9.8989898989899E-4       2.764773457410055E-4
4                        0.00101010101010101      -1.4633221194124604E-4
4                        0.0010303030303030303    -5.683459189593019E-4
4                        0.0010505050505050506    -9.881001498323163E-4
4                        0.0010707070707070708    -0.0014040996450174709
4                        0.001090909090909091     -0.001814304853526916
4                        0.0011111111111111111    -0.0022167310245170923
4                        0.0011313131313131313    -0.002610717514985073
4                        0.0011515151515151516    -0.0029948970188013817
4                        0.0011717171717171718    -0.003365594639906326
4                        0.001191919191919192     -0.003722435641794059
4                        0.0012121212121212121    -0.004065819744770406
4                        0.0012323232323232323    -0.004393000353855097
4                        0.0012525252525252527    -0.004700989946482522
4                        0.0012727272727272728    -0.004989953776110678
4                        0.001292929292929293     -0.0052602204040058985
4                        0.0013131313131313131    -0.005508701891777042
4                        0.0013333333333333333    -0.005734942686088898
4                        0.0013535353535353537    -0.0059381171829348735
4                        0.0013737373737373738    -0.006117292263537872
4                        0.001393939393939394     -0.006271803494427283
4                        0.0014141414141414141    -0.006401150679480024
4                        0.0014343434343434343    -0.006504750778570238
4                        0.0014545454545454547    -0.006582066972472902
4                        0.0014747474747474748    -0.006632846135937799
4                        0.001494949494949495     -0.006657054658761567
4                        0.0015151515151515152    -0.006654462968674432
4                        0.0015353535353535353    -0.0066247998748917665
4                        0.0015555555555555557    -0.006568448136982196
4                        0.0015757575757575758    -0.006486006622082351
4                        0.001595959595959596     -0.006377455273082157
4                        0.0016161616161616162    -0.006242858540017387
4                        0.0016363636363636363    -0.006083117942217333
4                        0.0016565656565656567    -0.005899220157843922
4                        0.0016767676767676769    -0.005691548103146184
4                        0.001696969696969697     -0.005460628012431895
4                        0.0017171717171717172    -0.0052077475199037255
4                        0.0017373737373737373    -0.004934205250356651
4                        0.0017575757575757577    -0.004640746947792599
4                        0.0017777777777777779    -0.004328303206570386
4                        0.001797979797979798     -0.003998485134838284
4                        0.0018181818181818182    -0.003652844308909085
4                        0.0018383838383838383    -0.003292423706289455
4                        0.0018585858585858587    -0.002918477908061704
4                        0.0018787878787878789    -0.002532856656928935
4                        0.001898989898989899     -0.0021372842339287233
4                        0.0019191919191919192    -0.0017330156222640312
4                        0.0019393939393939396    -0.0013215500028109402
4                        0.0019595959595959597    -9.04928643196753E-4
4                        0.00197979797979798      -4.8471712880683294E-4
4                        0.002                    -6.240896874388631E-5
5                        0                        0
5                        2.0202020202020203E-5    4.060138515045358E-4
5                        4.0404040404040405E-5    8.209598091049927E-4
5                        6.060606060606061E-5     0.0012344737838162476
5                        8.080808080808081E-5     0.001644270324408426
5                        1.0101010101010101E-4    0.0020492982844820653
5                        1.2121212121212122E-4    0.0024464835441390578
5                        1.414141414141414E-4     0.002833751038194812
5                        1.6161616161616162E-4    0.00320979550218064
5                        1.8181818181818183E-4    0.0035734508896204135
5                        2.0202020202020202E-4    0.0039228860773782015
5                        2.2222222222222223E-4    0.004256628595295853
5                        2.4242424242424245E-4    0.0045734794230925975
5                        2.6262626262626266E-4    0.004872170099432258
5                        2.828282828282828E-4     0.005151303841739626
5                        3.0303030303030303E-4    0.005409711604221333
5                        3.2323232323232324E-4    0.005646528626530974
5                        3.4343434343434346E-4    0.005860865118603087
5                        3.6363636363636367E-4    0.0060514571034045155
5                        3.8383838383838383E-4    0.0062174922265479295
5                        4.0404040404040404E-4    0.006358945633340133
5                        4.2424242424242425E-4    0.006475122347520531
5                        4.4444444444444447E-4    0.006564941141401378
5                        4.646464646464647E-4     0.006628109942093408
5                        4.848484848484849E-4     0.006664976539005804
5                        5.05050505050505E-4      0.006675284953829007
5                        5.252525252525253E-4     0.006658444548129444
5                        5.454545454545455E-4     0.00661474647690307
5                        5.656565656565656E-4     0.0065445743558239485
5                        5.858585858585859E-4     0.006448118886432799
5                        6.060606060606061E-4     0.006325673786818368
5                        6.262626262626263E-4     0.006177809637154813
5                        6.464646464646465E-4     0.006005145871009623
5                        6.666666666666666E-4     0.005808320174208577
5                        6.868686868686869E-4     0.005588090486841836
5                        7.070707070707071E-4     0.005345408850956183
5                        7.272727272727273E-4     0.005081306327224347
5                        7.474747474747475E-4     0.004796689541077125
5                        7.676767676767677E-4     0.00449264712206812
5                        7.878787878787879E-4     0.0041706902793246774
5                        8.080808080808081E-4     0.003832196505443457
5                        8.282828282828283E-4     0.0034780183577292523
5                        8.484848484848485E-4     0.003109588658293123
5                        8.686868686868687E-4     0.0027289467228307834
5                        8.888888888888889E-4     0.002337593011041447
5                        9.090909090909091E-4     0.0019365582419244305
5                        9.292929292929294E-4     0.0015275211507936406
5                        9.494949494949495E-4     0.0011126397518689667
5                        9.696969696969698E-4     6.934825337354977E-4
5                        9.8989898989899E-4       2.712553772696545E-4
5                        0.00101010101010101      -1.5210305426940318E-4
5                        0.0010303030303030303    -5.746423190314328E-4
5                        0.0010505050505050506    -9.948965717199209E-4
5                        0.0010707070707070708    -0.0014113685170022122
5                        0.001090909090909091     -0.0018220167901488921
5                        0.0011111111111111111    -0.0022248547989611577
5                        0.0011313131313131313    -0.0026192197230603615
5                        0.0011515151515151516    -0.0030037427201891065
5                        0.0011717171717171718    -0.003374748807751921
5                        0.001191919191919192     -0.003731860932920406
5                        0.0012121212121212121    -0.004075476346775748
5                        0.0012323232323232323    -0.004402848942861009
5                        0.0012525252525252527    -0.004710991775051727
5                        0.0012727272727272728    -0.005000067766775492
5                        0.001292929292929293     -0.005270405957941019
5                        0.0013131313131313131    -0.005518916120290807
5                        0.0013333333333333333    -0.005745144733254621
5                        0.0013535353535353537    -0.005948264744373152
5                        0.0013737373737373738    -0.0061273413267619314
5                        0.001393939393939394     -0.0062817133605180065
5                        0.0014141414141414141    -0.006410882175540184
5                        0.0014343434343434343    -0.006514263668085217
5                        0.0014545454545454547    -0.006591320983318364
5                        0.0014747474747474748    -0.006641803780403452
5                        0.001494949494949495     -0.00666568103819648
5                        0.0015151515151515152    -0.006662721329246531
5                        0.0015353535353535353    -0.006632652910777415
5                        0.0015555555555555557    -0.0065758656287432556
5                        0.0015757575757575758    -0.006492961098085637
5                        0.001595959595959596     -0.006383915971560969
5                        0.0016161616161616162    -0.006248795553069069
5                        0.0016363636363636363    -0.006088508233907934
5                        0.0016565656565656567    -0.005904043752401174
5                        0.0016767676767676769    -0.005695783187367939
5                        0.001696969696969697     -0.0054642545076164254
5                        0.0017171717171717172    -0.005210751393232436
5                        0.0017373737373737373    -0.0049365754307441785
5                        0.0017575757575757577    -0.004642471827051199
5                        0.0017777777777777779    -0.004329373463889387
5                        0.001797979797979798     -0.00399889673892116
5                        0.0018181818181818182    -0.003652596099907277
5                        0.0018383838383838383    -0.003291514944209496
5                        0.0018585858585858587    -0.002916910381784132
5                        0.0018787878787878789    -0.002530636703086585
5                        0.001898989898989899     -0.0021344209133335942
5                        0.0019191919191919192    -0.0017295190252603404
5                        0.0019393939393939396    -0.0013174327838424886
5                        0.0019595959595959597    -9.002074404461785E-4
5                        0.00197979797979798      -4.794102930689709E-4
5                        0.002                    -5.653658702541831E-5
6                        0                        0
6                        2.0202020202020203E-5    3.437770261640618E-4
6                        4.0404040404040405E-5    6.861090560165514E-4
6                        6.060606060606061E-5     0.0010256601717425302
6                        8.080808080808081E-5     0.0013611698725129952
6                        1.0101010101010101E-4    0.0016911804895248536
6                        1.2121212121212122E-4    0.0020145442979966365
6                        1.414141414141414E-4     0.0023297612700143334
6                        1.6161616161616162E-4    0.0026354561198319447
6                        1.8181818181818183E-4    0.002930586908075898
6                        2.0202020202020202E-4    0.003213897888390391
6                        2.2222222222222223E-4    0.003484278274751643
6                        2.4242424242424245E-4    0.0037406232383415373
6                        2.6262626262626266E-4    0.003981906478443714
6                        2.828282828282828E-4     0.004207156064962926
6                        3.0303030303030303E-4    0.004415464276657708
6                        3.2323232323232324E-4    0.004605995674343375
6                        3.4343434343434346E-4    0.00477797924782585
6                        3.6363636363636367E-4    0.004930722432227307
6                        3.8383838383838383E-4    0.005063613451274415
6                        4.0404040404040404E-4    0.005176114983912036
6                        4.2424242424242425E-4    0.00526777003461636
6                        4.4444444444444447E-4    0.005338217849017432
6                        4.646464646464647E-4     0.005387173755290155
6                        4.848484848484849E-4     0.005414427382005201
6                        5.05050505050505E-4      0.005419882598758214
6                        5.252525252525253E-4     0.005403527683247165
6                        5.454545454545455E-4     0.005365396130592284
6                        5.656565656565656E-4     0.005305653267127317
6                        5.858585858585859E-4     0.005224583954889058
6                        6.060606060606061E-4     0.005122457037301204
6                        6.262626262626263E-4     0.004999673366024686
6                        6.464646464646465E-4     0.004856795602833397
6                        6.666666666666666E-4     0.004694360623875227
6                        6.868686868686869E-4     0.004512995891844014
6                        7.070707070707071E-4     0.004313479111302936
6                        7.272727272727273E-4     0.004096599979925361
6                        7.474747474747475E-4     0.003863197894263617
6                        7.676767676767677E-4     0.0036142560545847757
6                        7.878787878787879E-4     0.0033507833996513467
6                        8.080808080808081E-4     0.00307378713647736
6                        8.282828282828283E-4     0.0027844163250454177
6                        8.484848484848485E-4     0.002483854288661748
6                        8.686868686868687E-4     0.0021732736302453566
6                        8.888888888888889E-4     0.001853938514542624
6                        9.090909090909091E-4     0.0015271608738939748
6                        9.292929292929294E-4     0.001194216430071312
6                        9.494949494949495E-4     8.564496322268055E-4
6                        9.696969696969698E-4     5.152595198684261E-4
6                        9.8989898989899E-4       1.7198883771879197E-4
6                        0.00101010101010101      -1.7198819954817175E-4
6                        0.0010303030303030303    -5.152579650942839E-4
6                        0.0010505050505050506    -8.564571453247678E-4
6                        0.0010707070707070708    -0.0011942087399038125
6                        0.001090909090909091     -0.0015271512087701544
6                        0.0011111111111111111    -0.001853944260077452
6                        0.0011313131313131313    -0.002173272191104396
6                        0.0011515151515151516    -0.002483848611000556
6                        0.0011717171717171718    -0.0027844233842762916
6                        0.001191919191919192     -0.003073786957648367
6                        0.0012121212121212121    -0.0033507733853827184
6                        0.0012323232323232323    -0.003614267093623415
6                        0.0012525252525252527    -0.0038632077804895415
6                        0.0012727272727272728    -0.00409659305981117
6                        0.001292929292929293     -0.004313481949295966
6                        0.0013131313131313131    -0.004513002080966906
6                        0.0013333333333333333    -0.004694351202862077
6                        0.0013535353535353537    -0.004856796383634725
6                        0.0013737373737373738    -0.004999684061742299
6                        0.001393939393939394     -0.0051224431032545455
6                        0.0014141414141414141    -0.005224574397870168
6                        0.0014343434343434343    -0.005305663761490498
6                        0.0014545454545454547    -0.005365395682403181
6                        0.0014747474747474748    -0.00540352468101979
6                        0.001494949494949495     -0.005419882671817967
6                        0.0015151515151515152    -0.0054144256618229095
6                        0.0015353535353535353    -0.005387180907185662
6                        0.0015555555555555557    -0.005338215388966968
6                        0.0015757575757575758    -0.00526775527630656
6                        0.001595959595959596     -0.005176119432543648
6                        0.0016161616161616162    -0.005063617944399141
6                        0.0016363636363636363    -0.004930713930318013
