% Model:              FEA.mph
% Version:            COMSOL 6.0.0.318
% Date:               Oct 30 2022, 19:01
% Dimension:          3
% Nodes:              2500
% Expressions:        1
% Description:        Current density, y component
% Length unit:        m
% x                       y                        z                        mf.Jy (A/m^2) @ freq=50000, Switch 1=Liver
0                         0                        -0.01                    -3.879931581032234E-9+9.399589578702903E-9i
6.122448979591836E-4      0                        -0.01                    5.4696106632884955E-6-1.3252423618485918E-5i
0.0012244897959183673     0                        -0.01                    1.0865870707767893E-5-2.632712315181833E-5i
0.001836734693877551      0                        -0.01                    1.618490020185713E-5-3.9214699010418464E-5i
0.0024489795918367346     0                        -0.01                    2.1426699145556252E-5-5.191515119428643E-5i
0.003061224489795918      0                        -0.01                    2.6646256277028758E-5-6.456170897879322E-5i
0.003673469387755102      0                        -0.01                    3.1180683472480634E-5-7.554825017986293E-5i
0.004285714285714285      0                        -0.01                    3.5382680479756013E-5-8.572934331132002E-5i
0.004897959183673469      0                        -0.01                    3.923050809259034E-5-9.505231177090045E-5i
0.005510204081632653      0                        -0.01                    4.2724166310983505E-5-1.0351715555860397E-4i
0.006122448979591836      0                        -0.01                    4.588340168281072E-5-1.1117171694767757E-4i
0.00673469387755102       0                        -0.01                    4.873627723777702E-5-1.1808398297675924E-4i
0.007346938775510204      0                        -0.01                    5.122671757188282E-5-1.2411809763559714E-4i
0.007959183673469388      0                        -0.01                    5.335472268512808E-5-1.2927406092419112E-4i
0.00857142857142857       0                        -0.01                    5.512029257751286E-5-1.3355187284254134E-4i
0.009183673469387754      0                        -0.01                    5.6782604615806815E-5-1.3757940757250125E-4i
0.009795918367346938      0                        -0.01                    5.773444421619724E-5-1.398856062374974E-4i
0.010408163265306122      0                        -0.01                    5.8385070630639105E-5-1.4146199045518782E-4i
0.011020408163265306      0                        -0.01                    5.873448385913223E-5-1.4230856022557216E-4i
0.011632653061224489      0                        -0.01                    5.878268390167673E-5-1.424253155486507E-4i
0.012244897959183673      0                        -0.01                    5.8698925645585964E-5-1.4222234434456657E-4i
0.012857142857142857      0                        -0.01                    5.845769667000004E-5-1.4163783194203052E-4i
0.01346938775510204       0                        -0.01                    5.80002604271302E-5-1.405294676077766E-4i
0.014081632653061223      0                        -0.01                    5.732661691697664E-5-1.388972513418053E-4i
0.014693877551020407      0                        -0.01                    5.6436766139539274E-5-1.3674118314411634E-4i
0.015306122448979591      0                        -0.01                    5.611789199826492E-5-1.3596840667366432E-4i
0.015918367346938776      0                        -0.01                    5.5278287689205515E-5-1.339340434312599E-4i
0.01653061224489796       0                        -0.01                    5.431936341049102E-5-1.3161057792210177E-4i
0.01714285714285714       0                        -0.01                    5.3241119162121306E-5-1.289980101461896E-4i
0.017755102040816324      0                        -0.01                    5.204355494409651E-5-1.2609634010352365E-4i
0.01836734693877551       0                        -0.01                    5.095506319359277E-5-1.2345892138516292E-4i
0.018979591836734692      0                        -0.01                    4.982898345371162E-5-1.2073042638305568E-4i
0.019591836734693877      0                        -0.01                    4.863190406453921E-5-1.1782990499522135E-4i
0.02020408163265306       0                        -0.01                    4.736382502607549E-5-1.1475735722165983E-4i
0.020816326530612245      0                        -0.01                    4.6024746338320496E-5-1.1151278306237117E-4i
0.02142857142857143       0                        -0.01                    4.547210057903524E-5-1.101735654260625E-4i
0.022040816326530613      0                        -0.01                    4.4535938055507525E-5-1.079051676616958E-4i
0.022653061224489793      0                        -0.01                    4.356743464650168E-5-1.0555841028330248E-4i
0.023265306122448978      0                        -0.01                    4.256659035201775E-5-1.0313329329088271E-4i
0.02387755102040816       0                        -0.01                    4.153340517205568E-5-1.0062981668443629E-4i
0.024489795918367346      0                        -0.01                    4.066375158157263E-5-9.852254433187709E-5i
0.02510204081632653       0                        -0.01                    3.9792310750741526E-5-9.641093979356755E-5i
0.025714285714285714      0                        -0.01                    3.8905066522287706E-5-9.426104448613466E-5i
0.026326530612244898      0                        -0.01                    3.8002018896211086E-5-9.207285840957824E-5i
0.02693877551020408       0                        -0.01                    3.708316787251182E-5-8.984638156389865E-5i
0.027551020408163263      0                        -0.01                    3.679789845386992E-5-8.915488922205106E-5i
0.028163265306122447      0                        -0.01                    3.626584924453667E-5-8.786544341419719E-5i
0.02877551020408163       0                        -0.01                    3.572909342893138E-5-8.656459334784237E-5i
0.029387755102040815      0                        -0.01                    3.5187631007054036E-5-8.525233902298651E-5i
0.03                      0                        -0.01                    3.464146197890461E-5-8.392868043962961E-5i
0                         0                        -0.009795918367346938    -7.583683197069108E-10+1.8364191907928868E-9i
6.122448979591836E-4      0                        -0.009795918367346938    5.697707463937241E-6-1.3805083881857744E-5i
0.0012244897959183673     0                        -0.009795918367346938    1.1318942745804064E-5-2.7424880508174087E-5i
0.001836734693877551      0                        -0.009795918367346938    1.6862947477280737E-5-4.0857553459758165E-5i
0.0024489795918367346     0                        -0.009795918367346938    2.2329721658367286E-5-5.410310273661007E-5i
0.003061224489795918      0                        -0.009795918367346938    2.6292135901442225E-5-6.370369972563949E-5i
0.003673469387755102      0                        -0.009795918367346938    3.226061470958536E-5-7.81648380087495E-5i
0.004285714285714285      0                        -0.009795918367346938    3.660330306524323E-5-8.868681462151278E-5i
0.004897959183673469      0                        -0.009795918367346938    4.059182202646001E-5-9.835066656239929E-5i
0.005510204081632653      0                        -0.009795918367346938    4.4226171593235714E-5-1.0715639383140911E-4i
0.006122448979591836      0                        -0.009795918367346938    4.745673892211511E-5-1.149837839447321E-4i
0.00673469387755102       0                        -0.009795918367346938    5.03929543183841E-5-1.2209797526007045E-4i
0.007346938775510204      0                        -0.009795918367346938    5.296673449379253E-5-1.2833401520516492E-4i
0.007959183673469388      0                        -0.009795918367346938    5.517807944834045E-5-1.3369190378001555E-4i
0.00857142857142857       0                        -0.009795918367346938    5.636945317369283E-5-1.365784722848228E-4i
0.009183673469387754      0                        -0.009795918367346938    5.8281716396839806E-5-1.4121168050969772E-4i
0.009795918367346938      0                        -0.009795918367346938    5.932226259415036E-5-1.4373276173309165E-4i
0.010408163265306122      0                        -0.009795918367346938    5.997029782605506E-5-1.453028675179486E-4i
0.011020408163265306      0                        -0.009795918367346938    6.031711987201102E-5-1.4614315885549947E-4i
0.011632653061224489      0                        -0.009795918367346938    6.036272873201834E-5-1.462536357457445E-4i
0.012244897959183673      0                        -0.009795918367346938    6.0216226419836175E-5-1.4589863520756034E-4i
0.012857142857142857      0                        -0.009795918367346938    5.995898781776604E-5-1.4527533273343636E-4i
0.01346938775510204       0                        -0.009795918367346938    5.948554194841207E-5-1.4412817832759473E-4i
0.014081632653061223      0                        -0.009795918367346938    5.8795888811774284E-5-1.4245717199003544E-4i
0.014693877551020407      0                        -0.009795918367346938    5.728367439586628E-5-1.3879312789583125E-4i
0.015306122448979591      0                        -0.009795918367346938    5.721199104085731E-5-1.3861931926679986E-4i
0.015918367346938776      0                        -0.009795918367346938    5.6342701807651805E-5-1.3651303203843866E-4i
0.01653061224489796       0                        -0.009795918367346938    5.5354092604791225E-5-1.3411764254332373E-4i
0.01714285714285714       0                        -0.009795918367346938    5.42461634322755E-5-1.3143315078145492E-4i
0.017755102040816324      0                        -0.009795918367346938    5.3018914290104685E-5-1.2845955675283235E-4i
0.01836734693877551       0                        -0.009795918367346938    5.190831497159883E-5-1.257685728048595E-4i
0.018979591836734692      0                        -0.009795918367346938    5.075514463271906E-5-1.2297443966376935E-4i
0.019591836734693877      0                        -0.009795918367346938    4.9530974644548E-5-1.2000828013695204E-4i
0.02020408163265306       0                        -0.009795918367346938    4.823580500708565E-5-1.1687009422440752E-4i
0.020816326530612245      0                        -0.009795918367346938    4.712534521733542E-5-1.1417939373443E-4i
0.02142857142857143       0                        -0.009795918367346938    4.606966551814578E-5-1.1162142787513937E-4i
0.022040816326530613      0                        -0.009795918367346938    4.511358373724893E-5-1.093047674702527E-4i
0.022653061224489793      0                        -0.009795918367346938    4.4125161070874E-5-1.0690974745133957E-4i
0.023265306122448978      0                        -0.009795918367346938    4.310439751902097E-5-1.0443636781839994E-4i
0.02387755102040816       0                        -0.009795918367346938    4.205247565283914E-5-1.0188749372616833E-4i
0.024489795918367346      0                        -0.009795918367346938    4.118005002638481E-5-9.977350359681152E-5i
0.02510204081632653       0                        -0.009795918367346938    4.029182100230775E-5-9.76212226983313E-5i
0.025714285714285714      0                        -0.009795918367346938    3.938778858060794E-5-9.54306510307277E-5i
0.026326530612244898      0                        -0.009795918367346938    3.846795276128539E-5-9.320178859400069E-5i
0.02693877551020408       0                        -0.009795918367346938    3.784342978912718E-5-9.168836766796956E-5i
0.027551020408163263      0                        -0.009795918367346938    3.7132814065026214E-5-8.99664434895739E-5i
0.028163265306122447      0                        -0.009795918367346938    3.659020797532659E-5-8.865141907065738E-5i
0.02877551020408163       0                        -0.009795918367346938    3.604289527935492E-5-8.732499039323992E-5i
0.029387755102040815      0                        -0.009795918367346938    3.5490875977111195E-5-8.598715745732138E-5i
0.03                      0                        -0.009795918367346938    3.4934150068595416E-5-8.463792026290188E-5i
0                         0                        -0.009591836734693878    6.736409644854274E-10-1.6330973565800241E-9i
6.122448979591836E-4      0                        -0.009591836734693878    5.924114710608861E-6-1.4353650491389052E-5i
0.0012244897959183673     0                        -0.009591836734693878    1.177032522986309E-5-2.8518544210689276E-5i
0.001836734693877551      0                        -0.009591836734693878    1.7539305198727194E-5-4.24963142552573E-5i
0.0024489795918367346     0                        -0.009591836734693878    2.2882259147933946E-5-5.544186122353474E-5i
0.003061224489795918      0                        -0.009591836734693878    2.7439707827691648E-5-6.648417637200276E-5i
0.003673469387755102      0                        -0.009591836734693878    3.339234587126075E-5-8.090693275565981E-5i
0.004285714285714285      0                        -0.009591836734693878    3.7875725575301195E-5-9.176979284972943E-5i
0.004897959183673469      0                        -0.009591836734693878    4.2004935884900494E-5-1.0177452827192214E-4i
0.005510204081632653      0                        -0.009591836734693878    4.577997680005872E-5-1.1092113902223818E-4i
0.006122448979591836      0                        -0.009591836734693878    4.9083849548151625E-5-1.1892613925935308E-4i
0.00673469387755102       0                        -0.009591836734693878    5.2103404785723196E-5-1.2624225586094792E-4i
0.007346938775510204      0                        -0.009591836734693878    5.4760524802434275E-5-1.32680221092299E-4i
0.007959183673469388      0                        -0.009591836734693878    5.663561028152818E-5-1.3722337062833836E-4i
0.00857142857142857       0                        -0.009591836734693878    5.8309720819928696E-5-1.4127958160363094E-4i
0.009183673469387754      0                        -0.009591836734693878    5.983367360622565E-5-1.449719432060356E-4i
0.009795918367346938      0                        -0.009591836734693878    6.0947671298657536E-5-1.4767099505074525E-4i
0.010408163265306122      0                        -0.009591836734693878    6.159311534802507E-5-1.4923482240276873E-4i
0.011020408163265306      0                        -0.009591836734693878    6.193734621144383E-5-1.50068835307486E-4i
0.011632653061224489      0                        -0.009591836734693878    6.198036388891404E-5-1.5017303376489764E-4i
0.012244897959183673      0                        -0.009591836734693878    6.176475050761516E-5-1.4965057713715974E-4i
0.012857142857142857      0                        -0.009591836734693878    6.149150227906073E-5-1.489884845914477E-4i
0.01346938775510204       0                        -0.009591836734693878    6.100204678322259E-5-1.478025401140182E-4i
0.014081632653061223      0                        -0.009591836734693878    5.9884181159809584E-5-1.450939816326298E-4i
0.014693877551020407      0                        -0.009591836734693878    5.9586734731451896E-5-1.4437321940686477E-4i
0.015306122448979591      0                        -0.009591836734693878    5.831714793637157E-5-1.4129702380930015E-4i
0.015918367346938776      0                        -0.009591836734693878    5.741817377902011E-5-1.391188125949825E-4i
0.01653061224489796       0                        -0.009591836734693878    5.639987965201355E-5-1.3665149911391104E-4i
0.01714285714285714       0                        -0.009591836734693878    5.526226555535181E-5-1.338950833660856E-4i
0.017755102040816324      0                        -0.009591836734693878    5.400533148903496E-5-1.3084956535150635E-4i
0.01836734693877551       0                        -0.009591836734693878    5.2872714386662644E-5-1.281052337140858E-4i
0.018979591836734692      0                        -0.009591836734693878    5.169245344878424E-5-1.2524546243401267E-4i
0.019591836734693877      0                        -0.009591836734693878    5.044119286161452E-5-1.222136647682123E-4i
0.02020408163265306       0                        -0.009591836734693878    4.911893262515357E-5-1.190098407166849E-4i
0.020816326530612245      0                        -0.009591836734693878    4.789528700876341E-5-1.1604490118233999E-4i
0.02142857142857143       0                        -0.009591836734693878    4.691292966552915E-5-1.136645821637825E-4i
0.022040816326530613      0                        -0.009591836734693878    4.569351234651764E-5-1.1070989843469154E-4i
0.022653061224489793      0                        -0.009591836734693878    4.4685170422773614E-5-1.0826661577525857E-4i
0.023265306122448978      0                        -0.009591836734693878    4.364448761355145E-5-1.0574497350179899E-4i
0.02387755102040816       0                        -0.009591836734693878    4.2588222223820765E-5-1.0318557395636366E-4i
0.024489795918367346      0                        -0.009591836734693878    4.16990084041205E-5-1.0103090746683623E-4i
0.02510204081632653       0                        -0.009591836734693878    4.0793991186797516E-5-9.883795020818544E-5i
0.025714285714285714      0                        -0.009591836734693878    3.987317057185174E-5-9.660670218041114E-5i
0.026326530612244898      0                        -0.009591836734693878    3.893873258660849E-5-9.43424525398251E-5i
0.02693877551020408       0                        -0.009591836734693878    3.835034729311356E-5-9.291656819669292E-5i
0.027551020408163263      0                        -0.009591836734693878    3.746786480408296E-5-9.077832506726521E-5i
0.028163265306122447      0                        -0.009591836734693878    3.691470183401693E-5-8.9437722037286E-5i
0.02877551020408163       0                        -0.009591836734693878    3.6356832257678906E-5-8.80857147488059E-5i
0.029387755102040815      0                        -0.009591836734693878    3.579425607506878E-5-8.672230320182465E-5i
0.03                      0                        -0.009591836734693878    3.5226973286186594E-5-8.534748739634242E-5i
0                         0                        -0.009387755102040816    4.1609627154459076E-10-1.0089600634153693E-9i
6.122448979591836E-4      0                        -0.009387755102040816    6.148832403303344E-6-1.489812344707981E-5i
0.0012244897959183673     0                        -0.009387755102040816    1.2220018159944993E-5-2.960811425936395E-5i
0.001836734693877551      0                        -0.009387755102040816    1.8015396369459796E-5-4.364984919431855E-5i
0.0024489795918367346     0                        -0.009387755102040816    2.3837449206818226E-5-5.775621039512003E-5i
0.003061224489795918      0                        -0.009387755102040816    2.8634200063201578E-5-6.937833715665857E-5i
0.003673469387755102      0                        -0.009387755102040816    3.4368484288283704E-5-8.32720543749926E-5i
0.004285714285714285      0                        -0.009387755102040816    3.9199948009929884E-5-9.497827799596984E-5i
0.004897959183673469      0                        -0.009387755102040816    4.3469849667911746E-5-1.0532389689946891E-4i
0.005510204081632653      0                        -0.009387755102040816    4.738558193145246E-5-1.1481139113109112E-4i
