% Model,FEA.mph
% Version,COMSOL 6.0.0.318
% Date,"Oct 30 2022, 18:54"
% Dimension,2
% Nodes,1
% Expressions,6
% Description,"Coil voltage, Coil voltage, Coil voltage"
% Length unit,m
% r,z,mf.VCoil_1 (V) @ freq=50000, Switch 1=Liver,mf.VCoil_2 (V) @ freq=50000, Switch 1=Liver,mf.VCoil_3 (V) @ freq=50000, Switch 1=Liver,mf.VCoil_1 (V) @ freq=50000, Switch 1=Air,mf.VCoil_2 (V) @ freq=50000, Switch 1=Air,mf.VCoil_3 (V) @ freq=50000, Switch 1=Air
0.05000000000000001,0,0.0031836752357282325+0.0965122540971519i,4.994121148817404E-8+0.6564721947257738i,1.8531350095161324E-8+0.656466661511226i,0.003183673469387755+0.09651225336819086i,0.6564721741152444i,0.6564666538634204i
