% Model:              FEA.mph
% Version:            COMSOL 6.0.0.318
% Date:               Jul 31 2022, 00:26
% Dimension:          3
% Nodes:              500
% Expressions:        3
% Description:        Magnetic flux density, x component, Magnetic flux density, y component, Magnetic flux density, z component
% Length unit:        m
% x                       y                        z                        mf.Bx (T) @ freq=500, Material Switch 1=Air       mf.By (T) @ freq=500, Material Switch 1=Air       mf.Bz (T) @ freq=500, Material Switch 1=Air
-0.008376753507014027     0                        0.0015                   7.780477664679347E-4-3.2829859987598884E-9i       3.105786773212565E-5-1.3129653245381743E-10i      -5.396840617202409E-4+2.203458600919929E-9i
-0.008296593186372745     0                        0.0015                   8.033140993843986E-4-3.3898128309404517E-9i       3.580629012054151E-5-1.5156328567454707E-10i      -5.440844326683467E-4+2.220171943302595E-9i
-0.008216432865731461     0                        0.0015                   8.356393497923769E-4-3.516465876922903E-9i        2.1923418810326127E-5-9.662382520754913E-11i      -5.068704847213026E-4+2.0340777795907595E-9i
-0.00813627254509018      0                        0.0015                   8.79704367734018E-4-3.7050145737272486E-9i        1.8420689204260614E-5-8.147910774938174E-11i      -5.431792554002135E-4+2.1844600321774145E-9i
-0.008056112224448898     0                        0.0015                   9.237693856756538E-4-3.893563270531573E-9i        1.4917959598192173E-5-6.633439029122179E-11i      -5.794880260791228E-4+2.3348422847640694E-9i
-0.007975951903807614     0                        0.0015                   9.67834403617284E-4-4.082111967335894E-9i         1.1415229992126172E-5-5.118967283305791E-11i      -6.157967967580355E-4+2.485224537350711E-9i
-0.007895791583166332     0                        0.0015                   0.0010118994215589255-4.270660664140238E-9i       7.912500386057932E-6-3.6044955374885566E-11i      -6.521055674369542E-4+2.6356067899373693E-9i
-0.007815631262525049     0                        0.0015                   0.0010559644395005579-4.459209360944549E-9i       4.409770779991785E-6-2.0900237916722708E-11i      -6.884143381158695E-4+2.7859890425240243E-9i
-0.007735470941883767     0                        0.0015                   0.0011000294574421974-4.6477580577488934E-9i      9.070411739248076E-7-5.755520458553453E-12i       -7.247231087947753E-4+2.936371295110679E-9i
-0.007655310621242485     0                        0.0015                   0.0011440944753838334-4.836306754553214E-9i       -2.5956884321409225E-6+9.389196999606082E-12i     -7.610318794736906E-4+3.0867535476973076E-9i
-0.007575150300601201     0                        0.0015                   0.0011881594933254736-5.02485545135756E-9i        -6.098418038207954E-6+2.453391445776934E-11i      -7.973406501525981E-4+3.2371358002839626E-9i
-0.007494989979959919     0                        0.0015                   0.0012322245112671112-5.213404148161895E-9i       -9.601147644275202E-6+3.9678631915942524E-11i     -8.336494208315143E-4+3.3875180528705943E-9i
-0.007414829659318636     0                        0.0015                   0.0013123813084760425-5.546361477261774E-9i       -7.089778968388544E-6+2.6849715980605905E-11i     -6.485631439566916E-4+2.668304146705867E-9i
-0.007334669338677354     0                        0.0015                   0.0013928376306495197-5.883846137523127E-9i       -5.703460347186717E-6+2.1625917373671445E-11i     -6.836515971892845E-4+2.782344925658392E-9i
-0.007254509018036072     0                        0.0015                   0.0014732939528229964-6.221330797784472E-9i       -4.317141725982722E-6+1.6402118766717132E-11i     -7.187400504218809E-4+2.8963857046109434E-9i
-0.007174348697394788     0                        0.0015                   0.0015537502749964783-6.558815458045838E-9i       -2.930823104779377E-6+1.117832015977771E-11i      -7.538285036544721E-4+3.0104264835634684E-9i
-0.007094188376753506     0                        0.0015                   0.0016342065971699472-6.896300118307157E-9i       -1.5445044835762489E-6+5.954521552831669E-12i     -7.889169568870737E-4+3.12446726251602E-9i
-0.007014028056112223     0                        0.0015                   0.0017146629193434256-7.233784778568496E-9i       -1.5818586237203655E-7+7.307229458806656E-13i     -8.240054101196631E-4+3.238508041468558E-9i
-0.006933867735470941     0                        0.0015                   0.0017951192415169032-7.571269438829848E-9i       1.2281327588314168E-6-4.493075661062893E-12i      -8.590938633522647E-4+3.3525488204211095E-9i
-0.006853707414829659     0                        0.0015                   0.0018755755636903817-7.90875409909121E-9i        2.6144513800331354E-6-9.716874268006866E-12i      -8.941823165848541E-4+3.466589599373628E-9i
-0.006773547094188375     0                        0.0015                   0.0019560318858638593-8.246238759352556E-9i       4.0007700012380525E-6-1.4940672874953113E-11i     -9.292707698174505E-4+3.580630378326186E-9i
-0.0066933867735470935    0                        0.0015                   0.002036488208037335-8.583723419613889E-9i        5.387088622441885E-6-2.0164471481904737E-11i      -9.643592230500434E-4+3.6946711572787175E-9i
-0.00661322645290581      0                        0.0015                   0.002116944530210805-8.921208079875225E-9i        6.773407243644146E-6-2.5388270088843746E-11i      -9.99447676282652E-4+3.808711936231289E-9i
-0.006533066132264528     0                        0.0015                   0.002197400852384284-9.25869274013658E-9i         8.159725864847057E-6-3.0612068695789786E-11i      -0.0010345361295152362+3.922752715183814E-9i
-0.006452905811623246     0                        0.0015                   0.002457600647425344-1.0311860829201026E-8i       3.132954096888999E-5-1.1482428212258543E-10i      -8.48675514239991E-4+3.1687193572545286E-9i
-0.0063727454909819625    0                        0.0015                   0.0030628609307265125-1.2652387267299597E-8i      -1.075917300269989E-4+4.424786262442557E-10i      -1.7825259529996064E-4+5.801377813238137E-10i
-0.006292585170340681     0                        0.0015                   0.0034686202742403296-1.429944624418141E-8i       2.0264405713986422E-5-7.915149105875903E-11i      1.7546443081546464E-4-8.51327075360181E-10i
-0.006212424849699397     0                        0.0015                   0.0035179930470076205-1.4503523520044278E-8i      2.2421494160757135E-5-8.812305289782032E-11i      2.283249034346459E-4-1.0716985181030705E-9i
-0.006132264529058115     0                        0.0015                   0.0035673658197749153-1.4707600795907144E-8i      2.4578582607526114E-5-9.709461473688368E-11i      2.811853760538289E-4-1.2920699608459683E-9i
-0.006052104208416833     0                        0.0015                   0.0036167385925422093-1.491167807176999E-8i       2.6735671054296238E-5-1.0606617657594561E-10i     3.340458486730156E-4-1.5124414035888875E-9i
-0.00597194388777555      0                        0.0015                   0.0036661113653095024-1.5115755347632842E-8i      2.8892759501066064E-5-1.1503773841500812E-10i     3.869063212921945E-4-1.7328128463317762E-9i
-0.005891783567134268     0                        0.0015                   0.0037154841380767777-1.5319832623495685E-8i      3.1049847947836086E-5-1.2400930025407127E-10i     4.3976679391138153E-4-1.953184289074694E-9i
-0.005811623246492984     0                        0.0015                   0.0037648569108440816-1.552390989935858E-8i       3.320693639460561E-5-1.3298086209313256E-10i      4.926272665305655E-4-2.1735557318175953E-9i
-0.005731462925851702     0                        0.0015                   0.0038142296836113656-1.5727987175221364E-8i      3.536402484137686E-5-1.4195242393219364E-10i      5.454877391497495E-4-2.3939271745604976E-9i
-0.00565130260521042      0                        0.0015                   0.0038636024563786504-1.5932064451084227E-8i      3.7521113288145136E-5-1.5092398577125576E-10i     5.983482117689278E-4-2.6142986173033813E-9i
-0.005571142284569137     0                        0.0015                   0.003912975229145953-1.6136141726947133E-8i       3.967820173491677E-5-1.5989554761032573E-10i      6.51208684388119E-4-2.8346700600463154E-9i
-0.005490981963927855     0                        0.0015                   0.004145317149728565-1.7121803229980046E-8i       -3.4082976922769626E-6-9.007421714132301E-11i     5.705168718223956E-4-2.44491320006567E-9i
-0.005410821643286571     0                        0.0015                   0.004165573326040287-1.7214354962086106E-8i       -4.352235348887689E-5+8.587984215503279E-11i      7.398348298880177E-4-3.145317290143795E-9i
-0.005330661322645289     0                        0.0015                   0.004862751390896555-2.0199055117760187E-8i       -4.633169401746875E-5+2.1307804488676862E-10i     3.9449698325557726E-4-1.5424632198169616E-9i
-0.0052505010020040075    0                        0.0015                   0.004816174885975767-2.0008649019941764E-8i       -4.270551484436352E-5+1.9602669896885524E-10i     6.709889298795124E-4-2.709541304362858E-9i
-0.005170340681362724     0                        0.0015                   0.004769598381054986-1.9818242922123417E-8i       -3.907933567125373E-5+1.7897535305094516E-10i     9.474808765034464E-4-3.876619388908834E-9i
-0.005090180360721442     0                        0.0015                   0.004723021876134179-1.9627836824304978E-8i       -3.5453156498146975E-5+1.6192400713304046E-10i    0.001223972823127386-5.043697473454778E-9i
-0.005010020040080158     0                        0.0015                   0.004676445371213398-1.943743072648663E-8i        -3.1826977325039463E-5+1.448726612151312E-10i     0.0015004647697513356-6.2107755580008074E-9i
-0.0049298597194388765    0                        0.0015                   0.00462986886629259-1.9247024628668162E-8i        -2.82007981519313E-5+1.2782131529721741E-10i      0.0017769567163752845-7.377853642546801E-9i
-0.004849699398797595     0                        0.0015                   0.004583292361371801-1.9056618530849713E-8i       -2.4574618978822596E-5+1.1076996937930651E-10i    0.002053448662999218-8.544931727092749E-9i
-0.004769539078156311     0                        0.0015                   0.004536715856451021-1.8866212433031383E-8i       -2.094843980571671E-5+9.371862346140223E-11i      0.002329940609623157-9.712009811638705E-9i
-0.004689378757515029     0                        0.0015                   0.004490139351530217-1.867580633521293E-8i        -1.73222606326105E-5+7.666727754349298E-11i       0.0026064325562470893-1.0879087896184642E-8i
-0.004609218436873747     0                        0.0015                   0.004443562846609428-1.8485400237394534E-8i       -1.3696081459502987E-5+5.961593162558745E-11i     0.002882924502871018-1.2046165980730552E-8i
-0.004529058116232464     0                        0.0015                   0.004396986341688636-1.829499413957609E-8i        -1.0069902286395692E-5+4.2564585707678615E-11i    0.0031594164494949573-1.3213244065276509E-8i
-0.004448897795591182     0                        0.0015                   0.00435040983676785-1.8104588041757748E-8i        -6.443723113288289E-6+2.5513239789769366E-11i     0.003435908396118897-1.438032214982249E-8i
-0.0043687374749499       0                        0.0015                   0.0043038333318470515-1.7914181943939312E-8i      -2.8175439401800177E-6+8.461893871855981E-12i     0.0037124003427428448-1.554740023436849E-8i
-0.004288577154308616     0                        0.0015                   0.00425725682692626-1.7723775846120893E-8i        8.086352329291207E-7-8.589452046063194E-12i       0.003988892289366787-1.6714478318914443E-8i
-0.004208416833667333     0                        0.0015                   0.004210680322005471-1.753336974830251E-8i        4.434814406034681E-6-2.5640797963960448E-11i      0.004265384235990732-1.7881556403460432E-8i
-0.0041282565130260525    0                        0.0015                   0.004164103817084677-1.7342963650484084E-8i       8.060993579144904E-6-4.2692143881873006E-11i      0.004541876182614662-1.9048634488006376E-8i
-0.004048096192384769     0                        0.0015                   0.004117527312163884-1.715255755266569E-8i        1.1687172752249272E-5-5.974348979977936E-11i      0.004818368129238614-2.021571257255236E-8i
-0.003967935871743485     0                        0.0015                   0.004070950807243095-1.696215145484731E-8i        1.5313351925356025E-5-7.679483571768944E-11i      0.00509486007586255-2.138279065709833E-8i
-0.0038877755511022016    0                        0.0015                   0.0038321365747807945-1.5920877441963248E-8i      1.6433905686458108E-4-6.049501174111395E-10i      0.005035315450312755-2.0803258797772546E-8i
-0.0038076152304609215    0                        0.0015                   0.003660844167872828-1.5260802750045144E-8i       9.701865378116672E-5-3.696098906244048E-10i       0.00483957439602457-2.019074733237816E-8i
-0.003727454909819638     0                        0.0015                   0.0035959792883779695-1.4993956987481913E-8i      9.960392596362433E-5-3.800275595848681E-10i       0.0048807697140943315-2.0366058996299804E-8i
-0.0036472945891783543    0                        0.0015                   0.0035324308695530546-1.4732617163681253E-8i      1.0210662696076025E-4-3.900838936400539E-10i      0.00492097105197443-2.0537140885192634E-8i
-0.003567134268537074     0                        0.0015                   0.0033625616044246965-1.4095177944319504E-8i      1.5977804955723523E-6-1.306142168283451E-11i      0.00463550321057747-1.94033121084635E-8i
-0.0034869739478957905    0                        0.0015                   0.0033062930877456966-1.3863410381462193E-8i      5.48288791917418E-7-8.709988207922944E-12i        0.004671921622325591-1.9558243874349115E-8i
-0.003406813627254507     0                        0.0015                   0.003250024571066694-1.363164281860486E-8i        -5.012029117427205E-7-4.358554733017167E-12i      0.004708340034073705-1.971317564023471E-8i
-0.0033266533066132267    0                        0.0015                   0.0031937560543876986-1.3399875255747587E-8i      -1.5506946153980884E-6-7.121258109736067E-15i     0.004744758445821831-1.9868107406120327E-8i
-0.003246492985971943     0                        0.0015                   0.0026183143403514684-1.105125310481762E-8i       1.1537101339669821E-4-5.081572039876499E-10i      0.005347092095654222-2.2343770287778343E-8i
-0.0031663326653306595    0                        0.0015                   0.00254645415397941-1.0751477164454657E-8i        1.0609693711698034E-4-4.706492277098544E-10i      0.005357428889333783-2.2397081644277047E-8i
-0.003086172344689376     0                        0.0015                   0.002474593967607349-1.0451701224091686E-8i       9.68228608372668E-5-4.3314125143206554E-10i       0.005367765683013355-2.2450393000775795E-8i
-0.0030060120240480957    0                        0.0015                   0.002402733781235299-1.015192528372877E-8i        8.754878455755196E-5-3.956332751542783E-10i       0.00537810247669292-2.250370435727451E-8i
-0.002925851703406812     0                        0.0015                   0.0023308735948632336-9.852149343365755E-9i       7.827470827783019E-5-3.581252988764828E-10i       0.005388439270372488-2.2557015713773207E-8i
-0.0028456913827655285    0                        0.0015                   0.0022590134084911795-9.55237340300281E-9i        6.90006319981134E-5-3.20617322598684E-10i         0.005398776064052048-2.261032707027191E-8i
-0.0027655310621242483    0                        0.0015                   0.00212500083129615-9.069786548245257E-9i         -1.1968593498449582E-4+4.5279180229715035E-10i    0.00557772176034038-2.3318572718696204E-8i
-0.0026853707414829647    0                        0.0015                   0.002046670259140159-8.734735143843913E-9i        -1.0602275005562413E-4+4.006205155268637E-10i     0.005567191167292881-2.3296273427808363E-8i
-0.002605210420841681     0                        0.0015                   0.0019683396869841557-8.399683739442548E-9i       -9.23595651267532E-5+3.484492287565681E-10i       0.005556660574245391-2.327397413692057E-8i
-0.002525050100200401     0                        0.0015                   0.001890009114828162-8.064632335041217E-9i        -7.869638019788376E-5+2.9627794198628446E-10i     0.005546129981197901-2.3251674846032758E-8i
-0.0024448897795591173    0                        0.0015                   0.0018116785426721647-7.729580930639879E-9i       -6.503319526901053E-5+2.4410665521599297E-10i     0.005535599388150406-2.322937555514499E-8i
-0.0023647294589178337    0                        0.0015                   0.001733347970516178-7.394529526238584E-9i        -5.1370010340142606E-5+1.919353684457052E-10i     0.005525068795102903-2.3207076264257106E-8i
-0.00228456913827655      0                        0.0015                   0.0016550173983601838-7.05947812183725E-9i        -3.7706825411274684E-5+1.3976408167541992E-10i    0.0055145382020554065-2.3184776973369298E-8i
-0.00220440881763527      0                        0.0015                   0.0015766868262041883-6.7244267174359E-9i         -2.4043640482404377E-5+8.759279490513132E-11i     0.005504007609007915-2.31624776824815E-8i
-0.0021242484969939864    0                        0.0015                   0.0014983562540481876-6.389375313034542E-9i       -1.038045555353125E-5+3.542150813483694E-11i      0.005493477015960427-2.3140178391593712E-8i
-0.0020440881763527027    0                        0.0015                   0.0014200256818921921-6.054323908633203E-9i       3.2827293753394902E-6-1.6749778635445867E-11i     0.005482946422912929-2.3117879100705898E-8i
-0.0019639278557114226    0                        0.0015                   0.0013416951097361975-5.7192725042318815E-9i      1.694591430420828E-5-6.892106540573694E-11i       0.00547241582986544-2.30955798098181E-8i
-0.001883767535070139     0                        0.0015                   0.001263364537580205-5.38422109983053E-9i         3.060909923307967E-5-1.2109235217603133E-10i      0.005461885236817938-2.3073280518930256E-8i
-0.0018036072144288554    0                        0.0015                   0.001185033965424207-5.049169695429191E-9i        4.4272284161950195E-5-1.732636389463224E-10i      0.005451354643770454-2.3050981228042478E-8i
-0.0017234468937875752    0                        0.0015                   0.0011011090821934542-4.710494230858718E-9i       -3.14657106604329E-5+1.307635633879674E-10i       0.005521114759504631-2.3314294680674393E-8i
-0.0016432865731462916    0                        0.0015                   0.0010416063900251906-4.455352199490376E-9i       -2.529632265542165E-5+1.0366498466933022E-10i     0.00549234191932083-2.3197086627945745E-8i
-0.001563126252505008     0                        0.0015                   9.821036978569248E-4-4.200210168122026E-9i        -1.912693465041127E-5+7.656640595070296E-11i      0.0054635690791370265-2.3079878575217083E-8i
-0.0014829659318637244    0                        0.0015                   9.226010056886623E-4-3.945068136753684E-9i        -1.2957546645402628E-5+4.9467827232062475E-11i    0.005434796238953229-2.296267052248844E-8i
-0.0014028056112224442    0                        0.0015                   8.630983135203994E-4-3.6899261053853407E-9i       -6.788158640392249E-6+2.2369248513428604E-11i     0.0054060233987694275-2.2845462469759796E-8i
-0.0013226452905811606    0                        0.0015                   8.035956213521355E-4-3.4347840740169956E-9i       -6.187706353836045E-7-4.729330205208576E-12i      0.005377250558585624-2.2728254417031138E-8i
-0.001242484969939877     0                        0.0015                   7.440929291838706E-4-3.1796420426486497E-9i       5.550617369626774E-6-3.1827908923849064E-11i      0.005348477718401825-2.2611046364302486E-8i
-0.0011623246492985968    0                        0.0015                   6.845902370156099E-4-2.9245000112803137E-9i       1.1720005374636286E-5-5.892648764247963E-11i      0.005319704878218025-2.2493838311573847E-8i
-0.0010821643286573132    0                        0.0015                   6.250875448473442E-4-2.6693579799119616E-9i       1.7889393379647532E-5-8.60250663611168E-11i       0.005290932038034225-2.237663025884519E-8i
-0.0010020040080160296    0                        0.0015                   5.94112083632656E-4-2.5374327897014025E-9i        2.6758477142828276E-6-1.3767415184530975E-11i     0.005356156456435234-2.2665246025802662E-8i
-9.218436873747494E-4     0                        0.0015                   5.453885859175679E-4-2.3290791643816865E-9i       2.93716316414447E-6-1.4832323917029868E-11i       0.005354205318902243-2.265832808615811E-8i
-8.416833667334658E-4     0                        0.0015                   4.966650882024762E-4-2.120725539061954E-9i        3.1984786140086064E-6-1.5897232649531242E-11i     0.005352254181369255-2.2651410146513553E-8i
-7.615230460921822E-4     0                        0.0015                   4.479415904873863E-4-1.9123719137422306E-9i       3.4597940638706284E-6-1.696214138203055E-11i      0.005350303043836265-2.2644492206869003E-8i
-6.813627254508986E-4     0                        0.0015                   3.99218092772294E-4-1.7040182884224955E-9i        3.7211095137349543E-6-1.8027050114535956E-11i     0.0053483519063032775-2.2637574267224446E-8i
-6.012024048096185E-4     0                        0.0015                   3.5049459505720644E-4-1.495664663102782E-9i       3.982424963597437E-6-1.9091958847032264E-11i      0.0053464007687702856-2.2630656327579883E-8i
-5.210420841683348E-4     0                        0.0015                   3.017710973421148E-4-1.2873110377830495E-9i       4.243740413461573E-6-2.0156867579537567E-11i      0.005344449631237298-2.2623738387935333E-8i
-4.408817635270512E-4     0                        0.0015                   2.5304759962702463E-4-1.0789574124633244E-9i      4.5050558633236495E-6-2.122177631203646E-11i      0.005342498493704307-2.2616820448290763E-8i
-3.6072144288577107E-4    0                        0.0015                   2.04324101911936E-4-8.706037871436043E-10i        4.76637131318681E-6-2.2286685044538662E-11i       0.005340547356171317-2.2609902508646214E-8i
-2.8056112224448745E-4    0                        0.0015                   1.6042637217656862E-4-6.795238191441377E-10i      1.2580265765065464E-7-5.746766121098738E-12i      0.00532492905449372-2.2543202002621392E-8i
-2.0040080160320384E-4    0                        0.0015                   1.1674839962946205E-4-4.926851001742331E-10i      -2.175403020321392E-6+4.4442628721951395E-12i     0.0053334491264122085-2.2577881720336698E-8i
-1.2024048096192369E-4    0                        0.0015                   7.307042708235843E-5-3.05846381204345E-10i        -4.476608698294428E-6+1.4635291865499253E-11i     0.005341969198330698-2.2612561438051987E-8i
-4.0080160320640074E-5    0                        0.0015                   2.9392454535251843E-5-1.1900766223444138E-10i     -6.777814376266489E-6+2.4826320858794682E-11i     0.005350489270249185-2.2647241155767283E-8i
4.008016032064354E-5      0                        0.0015                   -1.4285518011852586E-5+6.78310567354515E-11i      -9.079020054239369E-6+3.501734985210055E-11i      0.005359009342167674-2.2681920873482585E-8i
1.2024048096192716E-4     0                        0.0015                   -5.7963490558959475E-5+2.546697757053562E-10i     -1.1380225732210555E-5+4.5208378845399394E-11i    0.0053675294140861605-2.2716600591197874E-8i
2.004008016032073E-4      0                        0.0015                   -1.0164146310606276E-4+4.415084946752467E-10i     -1.3681431410183381E-5+5.539940783870423E-11i     0.005376049486004649-2.2751280308913183E-8i
2.805611222444909E-4      0                        0.0015                   -1.453194356531687E-4+6.283472136451462E-10i      -1.5982637088155435E-5+6.559043683199645E-11i     0.005384569557923138-2.2785960026628473E-8i
3.6072144288577454E-4     0                        0.0015                   -2.2238503146434292E-4+9.594041131662407E-10i     -1.2258968092464066E-5+5.890218858033422E-11i     0.00535936348259583-2.2673541357756208E-8i
4.408817635270547E-4      0                        0.0015                   -2.707481711505136E-4+1.1649782759537576E-9i      -1.3621961474254499E-5+6.446712147238757E-11i     0.005359689215420308-2.2673927659287818E-8i
5.210420841683383E-4      0                        0.0015                   -3.1911131083669055E-4+1.3705524387412992E-9i     -1.4984954856044064E-5+7.00320543644376E-11i      0.005360014948244789-2.2674313960819428E-8i
6.012024048096219E-4      0                        0.0015                   -3.6747445052286664E-4+1.5761266015288425E-9i     -1.634794823783016E-5+7.559698725648268E-11i      0.005360340681069268-2.2674700262351028E-8i
6.813627254509021E-4      0                        0.0015                   -4.1583759020903774E-4+1.7817007643163643E-9i     -1.7710941619622327E-5+8.116192014853768E-11i     0.005360666413893744-2.2675086563882635E-8i
7.615230460921857E-4      0                        0.0015                   -4.6420072989521253E-4+1.9872749271039006E-9i     -1.9073935001411458E-5+8.672685304059268E-11i     0.005360992146718225-2.267547286541426E-8i
8.416833667334693E-4      0                        0.0015                   -5.125638695813888E-4+2.1928490898914357E-9i      -2.0436928383201023E-5+9.229178593264603E-11i     0.0053613178795427026-2.267585916694586E-8i
9.218436873747494E-4      0                        0.0015                   -5.609270092675604E-4+2.3984232526789587E-9i      -2.1799921764991022E-5+9.785671882470103E-11i     0.005361643612367184-2.2676245468477475E-8i
0.001002004008016033      0                        0.0015                   -6.003371600733237E-4+2.569834034737541E-9i       1.4929659578006259E-5-6.005765847015036E-11i      0.005349221969455439-2.2627346810547522E-8i
0.0010821643286573167     0                        0.0015                   -6.586288006386429E-4+2.8183247907374475E-9i      1.5000827819767852E-5-5.929856755332262E-11i      0.005356913742308386-2.2656371352071405E-8i
0.0011623246492986003     0                        0.0015                   -7.169204412039716E-4+3.0668155467373836E-9i      1.5071996061532915E-5-5.85394766365048E-11i       0.005364605515161342-2.2685395893595332E-8i
0.0012424849699398804     0                        0.0015                   -7.752120817692956E-4+3.3153063027373068E-9i      1.514316430329776E-5-5.778038571967871E-11i       0.005372297288014295-2.2714420435119233E-8i
0.001322645290581164      0                        0.0015                   -8.335037223346202E-4+3.5637970587372275E-9i      1.521433254506239E-5-5.702129480285262E-11i       0.005379989060867251-2.274344497664316E-8i
0.0014028056112224477     0                        0.0015                   -8.9179536289994E-4+3.812287814737136E-9i         1.5285500786826802E-5-5.626220388602984E-11i      0.005387680833720201-2.277246951816706E-8i
0.0014829659318637278     0                        0.0015                   -9.500870034652679E-4+4.060778570737064E-9i       1.535666902859143E-5-5.5503112969208715E-11i      0.005395372606573158-2.2801494059690986E-8i
0.0015631262525050114     0                        0.0015                   -0.0010083786440305954+4.309269326737003E-9i      1.542783727035606E-5-5.474402205238345E-11i       0.005403064379426111-2.2830518601214897E-8i
0.001643286573146295      0                        0.0015                   -0.001066670284595921+4.557760082736923E-9i       1.5499005512119605E-5-5.3984931135557364E-11i     0.005410756152279066-2.285954314273882E-8i
0.0017234468937875752     0                        0.0015                   -0.0011249619251612426+4.806250838736836E-9i      1.5570173753884885E-5-5.322584021873789E-11i      0.0054184479251320194-2.288856768426274E-8i
0.0018036072144288588     0                        0.0015                   -0.001183253565726568+5.054741594736777E-9i       1.5641341995649297E-5-5.2466749301911803E-11i     0.005426139697984969-2.2917592225786657E-8i
0.0018837675350701424     0                        0.0015                   -0.0012577741485278455+5.372828015482812E-9i      3.161737453921242E-5-1.2424807900618384E-10i      0.005296356786444641-2.2415798213911317E-8i
0.001963927855711426      0                        0.0015                   -0.001332445718472346+5.688434007367366E-9i       2.22972786088748E-5-8.818232988221138E-11i        0.0053202891413547445-2.2498269327832307E-8i
0.002044088176352706      0                        0.0015                   -0.0014071172884168406+6.004039999251855E-9i      1.2977182678540163E-5-5.2116580758236026E-11i     0.005344221496264839-2.258074044175324E-8i
0.00212424849699399       0                        0.0015                   -0.0014817888583613394+6.319645991136374E-9i      3.6570867482049827E-6-1.605083163425488E-11i      0.005368153851174953-2.2663211555674277E-8i
0.0022044088176352734     0                        0.0015                   -0.001556460428305838+6.63525198302089E-9i        -5.663009182130252E-6+2.0014917489707652E-11i     0.005392086206085052-2.274568266959525E-8i
0.0022845691382765536     0                        0.0015                   -0.0016367050754513045+6.978045059207842E-9i      1.3263413604867273E-5-2.924486940844321E-11i      0.00537655713170585-2.26840780134145E-8i
0.002364729458917837      0                        0.0015                   -0.0017237461785958449+7.33861682820967E-9i       5.825034454729969E-6-3.1124611951231646E-12i      0.00539784836619696-2.274581611495435E-8i
0.002444889779559121      0                        0.0015                   -0.001810798245967303+7.69950447126323E-9i        -1.457294707349734E-6+2.2359022460158486E-11i     0.005419637271238813-2.2809030081997156E-8i
0.002525050100200401      0                        0.0015                   -0.0018978460126078008+8.060657239067004E-9i      -8.576112097780867E-6+4.71396590908024E-11i       0.00544193804350816-2.287376219504851E-8i
0.0026052104208416846     0                        0.0015                   -0.0019848733785485244+8.422021498195498E-9i      -1.5523620535457254E-5+7.119820341787365E-11i     0.0054647654164688645-2.2940056335713432E-8i
0.002685370741482968      0                        0.0015                   -0.0020718633617588175+8.783540566890008E-9i      -2.2291669836414546E-5+9.4502018473605E-11i       0.005488134686219748-2.3007958063851987E-8i
0.002765531062124252      0                        0.0015                   -0.002158798048065641+9.145154540226944E-9i       -2.887173811524376E-5+1.1701700246785588E-10i     0.0055120617388674424-2.3077514699289623E-8i
0.002845691382765532      0                        0.0015                   -0.0022456585378185885+9.506800103873705E-9i      -3.5254911913883895E-5+1.3870751108948796E-10i    0.005536563079530741-2.3148775408399595E-8i
0.0029258517034068156     0                        0.0015                   -0.002332424889056578+9.868410335573805E-9i       -4.1431865071789135E-5+1.5953627490877325E-10i    0.005561655863092561-2.322179129590443E-8i
0.003006012024048099      0                        0.0015                   -0.002419076056911401+1.0229914493431085E-8i      -4.739283624423428E-5+1.7946431151914955E-10i     0.005587357926824751-2.329661550227148E-8i
0.0030861723446893793     0                        0.0015                   -0.0025055898289603395+1.0591237789980247E-8i     -5.3127604967435774E-5+1.9845083202515284E-10i    0.005613687825021245-2.337330330710529E-8i
0.003166332665330663      0                        0.0015                   -0.0025919427562150123+1.095230115094386E-8i      -5.8625466160626676E-5+2.1645314145018156E-10i    0.005640664865787067-2.3451912238980012E-8i
0.0032464929859719466     0                        0.0015                   -0.002681451378744428+1.1298908559959556E-8i      5.46825893722987E-5-2.376895344970981E-10i        0.005351391075115504-2.2292468444217356E-8i
0.0033266533066132267     0                        0.0015                   -0.003320309199327614+1.3874690006183464E-8i      8.215462763990714E-5-3.4342194499507736E-10i      0.00472419528679578-1.975284013700478E-8i
0.0034068136272545103     0                        0.0015                   -0.0034841713640727514+1.4504816268453974E-8i     1.502737506924201E-4-6.132120852310591E-10i       0.004927897315329451-2.058196679717849E-8i
0.003486973947895794      0                        0.0015                   -0.00354861699450014+1.4768458482952755E-8i       1.4937796503413172E-4-6.091485994447206E-10i      0.004864761264029448-2.031599359782834E-8i
0.0035671342685370776     0                        0.0015                   -0.0036130626249275283+1.5032100697451515E-8i     1.4848217937584363E-4-6.050851136583915E-10i      0.004801625212729449-2.0050020398478124E-8i
0.0036472945891783577     0                        0.0015                   -0.0036775082553549224+1.5295742911950297E-8i     1.4758639371755628E-4-6.010216278720598E-10i      0.004738489161429443-1.9784047199127932E-8i
0.0037274549098196413     0                        0.0015                   -0.003741953885782305+1.555938512644905E-8i       1.466906080592709E-4-5.969581420857305E-10i       0.004675353110129447-1.9518073999777777E-8i
0.003807615230460925      0                        0.0015                   -0.0038063995162096863+1.5823027340947822E-8i     1.4579482240098236E-4-5.928946562993934E-10i      0.004612217058829438-1.9252100800427588E-8i
0.003887775551102205      0                        0.0015                   -0.0038708451466370683+1.60866695554466E-8i       1.448990367426959E-4-5.888311705130678E-10i       0.004549081007529441-1.898612760107739E-8i
