% Model:              FEA.mph
% Version:            COMSOL 6.0.0.318
% Date:               Jul 31 2022, 00:26
% Dimension:          3
% Nodes:              500
% Expressions:        3
% Description:        Magnetic flux density, x component, Magnetic flux density, y component, Magnetic flux density, z component
% Length unit:        m
% x                       y                        z                        mf.Bx (T) @ freq=500, Material Switch 1=Air       mf.By (T) @ freq=500, Material Switch 1=Air       mf.Bz (T) @ freq=500, Material Switch 1=Air
-0.015190380761523046     0                        0.0015                   5.2173900425848225E-5-2.2150978543819786E-10i     6.094814553092077E-7-2.624855738718148E-12i       -1.6019594202350214E-4+6.729107745931584E-10i
-0.015110220440881762     0                        0.0015                   5.310897739802911E-5-2.2545160840288404E-10i      7.227131151447725E-7-3.0990773764498172E-12i      -1.6271982583948634E-4+6.83304491401785E-10i
-0.015030060120240482     0                        0.0015                   5.404405437021043E-5-2.2939343136756814E-10i      8.359447749802288E-7-3.573299014179005E-12i       -1.6524370965547078E-4+6.936982082104116E-10i
-0.014949899799599198     0                        0.0015                   5.497913134239061E-5-2.333352543322539E-10i       9.491764348155225E-7-4.047520651909227E-12i       -1.6776759347145485E-4+7.040919250190402E-10i
-0.014869739478957915     0                        0.0015                   5.591420831457111E-5-2.3727707729693904E-10i      1.0624080946516293E-6-4.521742289641103E-12i      -1.7029147728744008E-4+7.144856418276697E-10i
-0.014789579158316633     0                        0.0015                   5.684928528675167E-5-2.4121890026162294E-10i      1.175639754487194E-6-4.995963927371324E-12i       -1.7281536110342352E-4+7.248793586362924E-10i
-0.014709418837675351     0                        0.0015                   5.778436225893288E-5-2.451607232263112E-10i       1.2888714143229757E-6-5.47018556510196E-12i       -1.753392449194073E-4+7.352730754449171E-10i
-0.014629258517034067     0                        0.0015                   5.871943923111425E-5-2.491025461909988E-10i       1.4021030741585404E-6-5.944407202833422E-12i      -1.7786312873539257E-4+7.456667922535481E-10i
-0.014549098196392786     0                        0.0015                   7.024868027110699E-5-2.976831483413485E-10i       -7.398963598405969E-6+3.100710023820918E-11i      -1.616910773351004E-4+6.772595884291197E-10i
-0.014468937875751504     0                        0.0015                   7.171228595471762E-5-3.038992683778182E-10i       -6.694832431270413E-6+2.803675181589268E-11i      -1.6672748218640558E-4+6.980752809751204E-10i
-0.01438877755511022      0                        0.0015                   7.317589163833172E-5-3.101153884143077E-10i       -5.99070126413399E-6+2.506640339357452E-11i       -1.7176388703770947E-4+7.188909735211112E-10i
-0.014308617234468936     0                        0.0015                   7.463949732194278E-5-3.1633150845078727E-10i      -5.2865700969984344E-6+2.2096054971258017E-11i    -1.7680029188901075E-4+7.39706666067092E-10i
-0.014228456913827656     0                        0.0015                   7.610310300555515E-5-3.2254762848726686E-10i      -4.5824389298620115E-6+1.912570654893986E-11i     -1.818366967403142E-4+7.605223586130894E-10i
-0.014148296593186373     0                        0.0015                   7.756670868916751E-5-3.2876374852374975E-10i      -3.878307762726456E-6+1.6155358126620047E-11i     -1.868731015916181E-4+7.813380511590801E-10i
-0.014068136272545089     0                        0.0015                   7.903031437277771E-5-3.3497986856022603E-10i      -3.1741765955895992E-6+1.3185009704301888E-11i    -1.919095064429211E-4+8.021537437050676E-10i
-0.013987975951903807     0                        0.0015                   8.049392005639051E-5-3.411959885967056E-10i       -2.47004542845361E-6+1.0214661281985385E-11i      -1.969459112942263E-4+8.229694362510683E-10i
-0.013907815631262525     0                        0.0015                   8.195752574000157E-5-3.474121086331852E-10i       -1.7659142613180544E-6+7.244312859665572E-12i     -2.0198231614552932E-4+8.437851287970557E-10i
-0.013827655310621242     0                        0.0015                   8.342113142361437E-5-3.536282286696714E-10i       -1.0617830941814146E-6+4.2739644373490685E-12i    -2.0701872099683017E-4+8.646008213430465E-10i
-0.01374749498997996      0                        0.0015                   7.941378280954892E-5-3.368817791178804E-10i       1.5770572388531991E-6-6.504318984758366E-12i      -2.1623427089566966E-4+9.031568636730633E-10i
-0.013667334669338678     0                        0.0015                   8.23842141034958E-5-3.4950359899988445E-10i       1.17854153628273E-6-4.82689990521122E-12i         -2.1939243462421672E-4+9.16009600395367E-10i
-0.013587174348697394     0                        0.0015                   8.535464539744311E-5-3.6212541888188687E-10i      7.800258337122608E-7-3.149480825663247E-12i       -2.2255059835276422E-4+9.288623371176715E-10i
-0.01350701402805611      0                        0.0015                   8.83250766913926E-5-3.7474723876389757E-10i       3.815101311416833E-7-1.4720617461150674E-12i      -2.2570876208131106E-4+9.41715073839971E-10i
-0.01342685370741483      0                        0.0015                   9.129550798533991E-5-3.873690586459E-10i          -1.700557142911112E-8+2.0535733343228514E-13i     -2.2886692580985878E-4+9.545678105622788E-10i
-0.013346693386773547     0                        0.0015                   9.426593927928896E-5-3.9999087852791565E-10i      -4.15521273999255E-7+1.8827764129796377E-12i      -2.320250895384067E-4+9.674205472845841E-10i
-0.013266533066132263     0                        0.0015                   9.723637057323757E-5-4.126126984099197E-10i       -8.140369765698326E-7+3.5601954925265766E-12i     -2.351832532669553E-4+9.802732840068936E-10i
-0.013186372745490981     0                        0.0015                   1.0020680186718749E-4-4.252345182919337E-10i      -1.2125526791408438E-6+5.237614572076411E-12i     -2.3834141699550083E-4+9.93126020729189E-10i
-0.0131062124248497       0                        0.0015                   1.031772331611335E-4-4.378563381739312E-10i       -1.6110683817112045E-6+6.915033651621282E-12i     -2.414995807240492E-4+1.0059787574514951E-9i
-0.013026052104208416     0                        0.0015                   1.0614766445508276E-4-4.504781580559419E-10i      -2.00958408428124E-6+8.592452731168634E-12i       -2.446577444525965E-4+1.0188314941737988E-9i
-0.012945891783567134     0                        0.0015                   1.033100857361904E-4-4.384141497954821E-10i       1.617980211177832E-6-6.61676011360681E-12i        -2.531076365297638E-4+1.0540443210528169E-9i
-0.012865731462925852     0                        0.0015                   1.0810104255441202E-4-4.586714926167187E-10i      1.3815240245833348E-6-5.610134549352236E-12i      -2.548929494279328E-4+1.0611277518937429E-9i
-0.012785571142284569     0                        0.0015                   1.1289199937263169E-4-4.789288354379388E-10i      1.1450678379888377E-6-4.603508985102211E-12i      -2.566782623261005E-4+1.0682111827346689E-9i
-0.012705410821643285     0                        0.0015                   1.1768295619085179E-4-4.991861782591605E-10i      9.086116513937984E-7-3.596883420847843E-12i       -2.58463575224271E-4+1.0752946135756048E-9i
-0.012625250501002005     0                        0.0015                   1.2247391300907124E-4-5.194435210803955E-10i      6.721554647989218E-7-2.5902578565924416E-12i      -2.602488881224398E-4+1.0823780444165358E-9i
-0.012545090180360721     0                        0.0015                   1.2726486982729134E-4-5.397008639016213E-10i      4.356992782040452E-7-1.5836322923401418E-12i      -2.62034201020609E-4+1.0894614752574642E-9i
-0.012464929859719438     0                        0.0015                   1.3205582664551274E-4-5.599582067228513E-10i      1.99243091609277E-7-5.77006728085981E-13i         -2.638195139187782E-4+1.0965449060983927E-9i
-0.012384769539078156     0                        0.0015                   1.368467834637348E-4-5.802155495440871E-10i       -3.7213094985274336E-8+4.296188361652848E-13i     -2.656048268169463E-4+1.1036283369393228E-9i
-0.012304609218436874     0                        0.0015                   1.4163774028195207E-4-6.004728923653039E-10i      -2.7366928157971726E-7+1.436244400418515E-12i     -2.673901397151168E-4+1.1107117677802588E-9i
-0.01222444889779559      0                        0.0015                   1.464286971001739E-4-6.207302351865364E-10i       -5.101254681748649E-7+2.442869964671952E-12i      -2.691754526132843E-4+1.1177951986211823E-9i
-0.012144288577154308     0                        0.0015                   1.512196539183913E-4-6.409875780077531E-10i       -7.465816547693756E-7+3.4494955289246138E-12i     -2.709607655114535E-4+1.12487862946211E-9i
-0.012064128256513026     0                        0.0015                   1.5601061073661367E-4-6.612449208289922E-10i      -9.830378413641574E-7+4.456121093178258E-12i      -2.7274607840962204E-4+1.1319620603030417E-9i
-0.011983967935871743     0                        0.0015                   1.608015675548327E-4-6.815022636502181E-10i       -1.2194940279587866E-6+5.462746657431346E-12i     -2.7453139130779124E-4+1.1390454911439702E-9i
-0.011903807615230461     0                        0.0015                   1.655925243730529E-4-7.01759606471441E-10i        -1.4559502145533888E-6+6.469372221684124E-12i     -2.763167042059609E-4+1.1461289219849028E-9i
-0.011823647294589177     0                        0.0015                   1.7038348119127476E-4-7.220169492926729E-10i      -1.692406401148096E-6+7.47599778593645E-12i       -2.781020171041303E-4+1.1532123528258321E-9i
-0.011743486973947895     0                        0.0015                   1.751744380094944E-4-7.422742921139003E-10i       -1.9288625877430675E-6+8.482623350191127E-12i     -2.798873300022982E-4+1.1602957836667639E-9i
-0.011663326653306614     0                        0.0015                   1.7996539482771417E-4-7.625316349351248E-10i      -2.1653187743372394E-6+9.489248914441462E-12i     -2.81672642900467E-4+1.1673792145076899E-9i
-0.01158316633266533      0                        0.0015                   1.8475635164593316E-4-7.827889777563532E-10i      -2.4017749609322786E-6+1.0495874478695313E-11i    -2.8345795579863705E-4+1.1744626453486242E-9i
-0.011503006012024048     0                        0.0015                   1.8954730846415573E-4-8.030463205775892E-10i      -2.6382311475271823E-6+1.1502500042948233E-11i    -2.852432686968067E-4+1.1815460761895526E-9i
-0.011422845691382764     0                        0.0015                   1.974323853180483E-4-8.364522430010874E-10i       6.246466389076347E-7-3.139980580175347E-12i       -2.991256204703525E-4+1.2384417653170641E-9i
-0.011342685370741483     0                        0.0015                   2.0629210347409372E-4-8.739331288320245E-10i      8.042165665615329E-7-3.784646400499985E-12i       -3.0890498259869906E-4+1.2787638803858836E-9i
-0.0112625250501002       0                        0.0015                   2.151518216301398E-4-9.11414014662957E-10i        9.83786494215648E-7-4.429312220828345E-12i        -3.186843447270486E-4+1.319085995454713E-9i
-0.011182364729458917     0                        0.0015                   2.240115397861833E-4-9.488949004938875E-10i       1.1633564218698714E-6-5.073978041158359E-12i      -3.2846370685539906E-4+1.3594081105235408E-9i
-0.011102204408817635     0                        0.0015                   2.3287125794222785E-4-9.863757863248197E-10i      1.3429263495234444E-6-5.718643861485892E-12i      -3.38243068983746E-4+1.399730225592357E-9i
-0.011022044088176352     0                        0.0015                   2.4173097609827372E-4-1.023856672155756E-9i       1.522496277178752E-6-6.363309681816734E-12i       -3.4802243111209386E-4+1.4400523406611782E-9i
-0.01094188376753507      0                        0.0015                   2.50590694254317E-4-1.0613375579866848E-9i        1.7020662048329756E-6-7.007975502150057E-12i      -3.578017932404469E-4+1.4803744557300192E-9i
-0.010861723446893788     0                        0.0015                   2.594504124103624E-4-1.098818443817622E-9i        1.8816361324865485E-6-7.652641322476763E-12i      -3.675811553687947E-4+1.5206965707988354E-9i
-0.010781563126252504     0                        0.0015                   2.683101305664074E-4-1.1362993296485525E-9i       2.0612060601414225E-6-8.297307142805123E-12i      -3.773605174971421E-4+1.5610186858676532E-9i
-0.010701402805611222     0                        0.0015                   2.7716984872245285E-4-1.1737802154794863E-9i      2.2407759877949955E-6-8.941972963133483E-12i      -3.8713987962548995E-4+1.6013408009364744E-9i
-0.010621242484969939     0                        0.0015                   2.860295668784957E-4-1.2112611013104151E-9i       2.420345915449436E-6-9.586638783461843E-12i       -3.9691924175384126E-4+1.6416629160053104E-9i
-0.010541082164328657     0                        0.0015                   2.948892850345407E-4-1.248741987141349E-9i        2.5999158431034425E-6-1.0231304603791857E-11i     -4.066986038821891E-4+1.681985031074125E-9i
-0.010460921843687375     0                        0.0015                   3.037490031905874E-4-1.2862228729722828E-9i       2.779485770757449E-6-1.0875970424121872E-11i      -4.164779660105378E-4+1.722307146142951E-9i
-0.010380761523046091     0                        0.0015                   3.12608721346635E-4-1.3237037588032298E-9i        2.9590556984118895E-6-1.1520636244450232E-11i     -4.2625732813888605E-4+1.7626292612117838E-9i
-0.01030060120240481      0                        0.0015                   3.2146843950267654E-4-1.3611846446341537E-9i      3.1386256260667635E-6-1.2165302064783555E-11i     -4.360366902672352E-4+1.8029513762805917E-9i
-0.010220440881763526     0                        0.0015                   3.3032815765872154E-4-1.3986655304650842E-9i      3.3181955537203364E-6-1.2809967885106952E-11i     -4.458160523955817E-4+1.8432734913494244E-9i
-0.010140280561122244     0                        0.0015                   3.299366713359138E-4-1.4002445508918053E-9i       -7.958169437214876E-6+3.2953782262487723E-11i     -4.642313743999113E-4+1.916212193602152E-9i
-0.010060120240480962     0                        0.0015                   3.454018524206141E-4-1.465390879410261E-9i        -7.067175060662288E-6+2.921662548379125E-11i      -4.6459535996134886E-4+1.9166468035424256E-9i
-0.009979959919839678     0                        0.0015                   3.6086703350531523E-4-1.5305372079287085E-9i      -6.176180684108832E-6+2.5479468705084853E-11i     -4.64959345522786E-4+1.9170814134826976E-9i
-0.009899799599198397     0                        0.0015                   3.763322145900177E-4-1.5956835364471692E-9i       -5.28518630755646E-6+2.1742311926384245E-11i      -4.653233310842242E-4+1.917516023422972E-9i
-0.009819639278557113     0                        0.0015                   3.9179739567471754E-4-1.6608298649656233E-9i      -4.394191931002137E-6+1.8005155147681982E-11i     -4.656873166456615E-4+1.9179506333632486E-9i
-0.009739478957915831     0                        0.0015                   4.0726257675941695E-4-1.7259761934840807E-9i      -3.503197554450199E-6+1.4267998368982201E-11i     -4.66051302207101E-4+1.9183852433035244E-9i
-0.00965931863727455      0                        0.0015                   4.2272775784411637E-4-1.7911225220025265E-9i      -2.6122031778973934E-6+1.0530841590281593E-11i    -4.664152877685389E-4+1.9188198532438E-9i
-0.009579158316633266     0                        0.0015                   4.3819293892881535E-4-1.8562688505209806E-9i      -1.7212088013439375E-6+6.7936848115785036E-12i    -4.667792733299749E-4+1.919254463184072E-9i
-0.009498997995991984     0                        0.0015                   4.5365812001351476E-4-1.9214151790394313E-9i      -8.302144247909152E-7+3.0565280328729324E-12i     -4.671432588914142E-4+1.9196890731243487E-9i
-0.0094188376753507       0                        0.0015                   4.691233010982133E-4-1.9865615075578805E-9i       6.077995176189017E-8-6.806287458231262E-13i       -4.675072444528521E-4+1.9201236830646223E-9i
-0.009338677354709418     0                        0.0015                   4.845884821829136E-4-2.051707836076328E-9i        9.517743283151293E-7-4.417785524526216E-12i       -4.678712300142903E-4+1.9205582930048993E-9i
-0.009258517034068136     0                        0.0015                   5.000536632676156E-4-2.116854164594797E-9i        1.8427687048680431E-6-8.154942303228478E-12i      -4.6823521557572817E-4+1.9209929029451734E-9i
-0.009178356713426853     0                        0.0015                   5.155188443523159E-4-2.1820004931132494E-9i       2.733763081421499E-6-1.1892099081930741E-11i      -4.6859920113716605E-4+1.92142751288545E-9i
-0.00909819639278557      0                        0.0015                   5.309840254370149E-4-2.2471468216316935E-9i       3.6247574579745755E-6-1.562925586063259E-11i      -4.6896318669860447E-4+1.921862122825727E-9i
-0.009018036072144287     0                        0.0015                   5.464492065217143E-4-2.3122931501501426E-9i       4.515751834527327E-6-1.936641263933237E-11i       -4.6932717226004267E-4+1.922296732766007E-9i
-0.008937875751503005     0                        0.0015                   5.619143876064133E-4-2.3774394786685934E-9i       5.4067462110802406E-6-2.3103569418034943E-11i     -4.696911578214813E-4+1.9227313427062825E-9i
-0.008857715430861723     0                        0.0015                   5.773795686911136E-4-2.442585807187051E-9i        6.297740587632748E-6-2.6840726196735293E-11i      -4.700551433829206E-4+1.9231659526465603E-9i
-0.00877755511022044      0                        0.0015                   5.928447497758134E-4-2.5077321357054983E-9i       7.188734964186116E-6-3.057788297543642E-11i       -4.704191289443566E-4+1.9236005625868273E-9i
-0.008697394789579158     0                        0.0015                   6.083099308605163E-4-2.5728784642239557E-9i       8.07972934073863E-6-3.431503975413811E-11i        -4.707831145057944E-4+1.9240351725271076E-9i
-0.008617234468937874     0                        0.0015                   6.237751119452148E-4-2.6380247927424098E-9i       8.970723717292438E-6-3.8052196532839133E-11i      -4.7114710006723346E-4+1.9244697824673895E-9i
-0.008537074148296592     0                        0.0015                   7.275151006350085E-4-3.069332334398788E-9i        2.1561022955293718E-5-9.076302601235982E-11i      -5.308833198240331E-4+2.1700319161546202E-9i
-0.00845691382765531      0                        0.0015                   7.527814335514735E-4-3.1761591665793465E-9i       2.6309445343709794E-5-1.1102977923308945E-10i     -5.352836907721359E-4+2.1867452585372735E-9i
