% Model,FEA.mph
% Version,COMSOL 6.0.0.318
% Date,"Jul 31 2022, 08:11"
% Dimension,2
% Nodes,1
% Expressions,1
% Description,Coil voltage
% Length unit,m
% r,z,mf.VCoil_1 (V) @ freq=20000, Switch 1=Titanium beta-21S
0.05000000000000001,0,0.4005010513283481+3.754275713730102i
