% Model,disk.mph
% Version,COMSOL 5.1.0.145
% Date,"Jun 2 2022, 14:12"
% Dimension,2
% Nodes,2822
% Expressions,2
% Description,"Magnetic flux density, z component, Magnetic flux density, r component"
% Length unit,m
% r,z,mf.Bz (T) @ freq=5000,mf.Br (T) @ freq=5000
0.03,-0.0029999999999999927,9.561540077990783E-6-2.2489754853441396E-6i,-5.713039367248003E-7+2.1514068425082777E-6i
0.03009662315280744,-0.0029342175650036483,9.615352063998038E-6-2.0687222934069875E-6i,-8.988715581972452E-7+2.2526805490712784E-6i
0.030093171143820385,-0.0028393038825966234,9.869153255479421E-6-2.0523750226076477E-6i,-1.0220557797715063E-6+2.4233386902910847E-6i
0.03,-0.003199999999999992,9.067634159008583E-6-2.2314859423201177E-6i,-3.7735602409111164E-7+1.8003053412746787E-6i
0.030098863689656568,-0.0032504210940487326,8.8653476617843E-6-2.0641201106761713E-6i,-5.517797309132971E-7+1.7310496963794078E-6i
0.03,-0.0030999999999999925,9.307126108579834E-6-2.245511467081474E-6i,-4.6847649634097435E-7+1.9718058494002153E-6i
0.03010300051680716,-0.0031486562315375223,9.08759597636263E-6-2.0691244936444163E-6i,-6.621162302130489E-7+1.8912331593913615E-6i
0.03009623036275831,-0.003042477427023189,9.345154240615737E-6-2.081064594263223E-6i,-7.636330006225279E-7+2.0662386602528913E-6i
0.03,-0.0024999999999999944,1.104635508550115E-5-2.055672288939806E-6i,-1.3379568000103574E-6+3.1551734288214314E-6i
0.030086965063461302,-0.0025499699100122405,1.0709515431379539E-5-1.9159576329021053E-6i,-1.5067690239700597E-6+2.976039550209318E-6i
0.03,-0.002399999999999995,1.1382532320157872E-5-1.96470519504171E-6i,-1.5580923864080974E-6+3.3719432106453715E-6i
0.03009083636814854,-0.0024541668176801448,1.0996034295377493E-5-1.8282541225718575E-6i,-1.7251762531332272E-6+3.1614851212563285E-6i
0.03,-0.002299999999999995,1.1729701829140831E-5-1.8523178413503778E-6i,-1.8062676147010005E-6+3.591342760833329E-6i
0.030092536847470014,-0.0023545658513605566,1.1306790819476788E-5-1.7230902922020712E-6i,-1.9701927141579736E-6+3.3574519181501255E-6i
0.03,-0.0021999999999999954,1.208639556650157E-5-1.7169501460301682E-6i,-2.085345237802216E-6+3.8115268854517712E-6i
0.030092656715964294,-0.002252925616739779,1.1635972709286164E-5-1.5980915883791436E-6i,-2.243753052718892E-6+3.559537176705494E-6i
0.03,-0.002099999999999996,1.2450439261478499E-5-1.556691003555371E-6i,-2.3981490222948315E-6+4.030270237602085E-6i
0.030095222829075192,-0.002151315985477676,1.1963560755775488E-5-1.4454196542320787E-6i,-2.556799593524842E-6+3.755654199768381E-6i
0.03,-0.001999999999999996,1.2819513580316274E-5-1.3703117350103867E-6i,-2.7473092301374923E-6+4.245054774789393E-6i
0.03009754925713749,-0.0020516000545882248,1.2287613079415954E-5-1.2730773793188985E-6i,-2.896413314842759E-6+3.943096382335432E-6i
0.03,-0.0018999999999999965,1.3191422002403462E-5-1.1558677378091932E-6i,-3.1355235070431946E-6+4.453185892107025E-6i
0.030095665295150408,-0.0019514502487554817,1.2629158837805653E-5-1.0837854111187263E-6i,-3.258658937077605E-6+4.132927010302646E-6i
0.03,-0.001799999999999997,1.3563139677109055E-5-9.120953150032154E-7i,-3.5660017871019443E-6+4.650969924950496E-6i
0.03009360356248408,-0.0018505086326600457,1.2974938288051035E-5-8.66895319369919E-7i,-3.6614716608072E-6+4.316313176462439E-6i
0.03,-0.0016999999999999973,1.3930731097203338E-5-6.375044063487199E-7i,-4.0414661661032165E-6+4.834751807988894E-6i
0.030096845629409064,-0.0017487824081918637,1.3295411574039554E-5-6.117810471713381E-7i,-4.125893740243333E-6+4.474230440394966E-6i
0.03,-0.0013999999999999983,1.4965513236553522E-5+3.74828227218381E-7i,-5.7607128907743615E-6+5.254833992380961E-6i
0.03,-0.001499999999999998,1.4636991203890442E-5+5.477085294827039E-9i,-5.136171963663419E-6+5.142116129178511E-6i
0.030092076049955598,-0.0014394659493652076,1.4268688761598263E-5+3.133835343802655E-7i,-5.769632139667687E-6+4.86942864135223E-6i
0.03,-0.0015999999999999977,1.4289678890032773E-5-3.321937559165462E-7i,-4.563945371926556E-6+5.000080833340527E-6i
0.030100494698340363,-0.0016458229961706288,1.3606202505520778E-5-3.2610635296216643E-7i,-4.6409395273249945E-6+4.613089835379656E-6i
0.03009285698534056,-0.0015445623753710016,1.395709220740695E-5-3.203780643951491E-8i,-5.1592159007966524E-6+4.763159986593529E-6i
0.030000000000000002,-0.0012999999999999984,1.52701138607144E-5+7.751482174525847E-7i,-6.4392602431197825E-6+5.332121139908604E-6i
0.030091085076372242,-0.0013424713041095683,1.453392799268785E-5+6.567157184152938E-7i,-6.379106203224675E-6+4.937641969537516E-6i
0.029256041626091737,-0.006,2.5006793951422634E-6-1.6349294530387882E-6i,3.689042599498246E-6+5.675449645982439E-7i
0.02937419123091608,-0.006258687176455443,2.7375200747811865E-6-1.295776538314217E-6i,3.0497653240986535E-6+5.601927545231405E-7i
0.03,-0.0011999999999999986,1.554396534588432E-5+1.205087070792613E-6i,-7.173658375433555E-6+5.3671206800479805E-6i
0.030090097867955842,-0.0012398489921371472,1.4787749438183859E-5+1.0473142580759943E-6i,-7.075355834324638E-6+4.971864025537827E-6i
0.03,-0.0010999999999999988,1.5779492760890552E-5+1.661836488071263E-6i,-7.96484637186848E-6+5.352169603907216E-6i
0.030090884169941223,-0.001142021158682121,1.498037879498384E-5+1.4391862498892672E-6i,-7.790694094957049E-6+4.95437880401238E-6i
0.028907271106042503,-0.005999999999999999,1.6926887893361753E-6-1.6726167204281465E-6i,3.5758089060303696E-6+1.310937107834496E-7i
0.0290560869670174,-0.00631006204405479,2.10851012356819E-6-1.3571687817696824E-6i,3.0204220995735524E-6+2.776849729105665E-7i
0.03,-8.999999999999991E-4,1.610125573220043E-5+2.6385192418515337E-6i,-9.719745096179898E-6+5.137989437267155E-6i
0.03,-9.99999999999999E-4,1.5968151288394085E-5+2.141343329526728E-6i,-8.81349664066418E-6+5.278846262742183E-6i
0.03008930218205196,-9.446034151039872E-4,1.526202073555433E-5+2.280453146629353E-6i,-9.375003785710575E-6+4.778242788317208E-6i
0.03009014754664849,-0.0010400186216245027,1.5151022460141558E-5+1.8686319068822573E-6i,-8.585468380535113E-6+4.890972650358934E-6i
0.03,-6.999999999999995E-4,1.6154433366659664E-5+3.651042973121954E-6i,-1.1701099378168037E-5+4.6126221757155635E-6i
0.03,-7.999999999999994E-4,1.6167098063262263E-5+3.1451220817580345E-6i,-1.0682973989879088E-5+4.919489621039597E-6i
0.030089611079667816,-7.426274228545445E-4,1.528915892855488E-5+3.1585564205027035E-6i,-1.119030831192712E-5+4.324676664889679E-6i
0.030090058862473328,-8.403357703790264E-4,1.5308231871756604E-5+2.736497312275762E-6i,-1.0289411980595264E-5+4.578880307897495E-6i
0.03,-4.999999999999997E-4,1.5833702662558305E-5+4.596902172846642E-6i,-1.3891249716042764E-5+3.6850135822060774E-6i
0.03,-5.999999999999995E-4,1.6048503115247156E-5+4.141211502073724E-6i,-1.2771721160786034E-5+4.205316672686139E-6i
0.030090519546835826,-5.428645005062131E-4,1.497358604166201E-5+3.948964941990488E-6i,-1.3147552367906297E-5+3.547371240804227E-6i
0.030090022386786576,-6.402178139354893E-4,1.5177204357391971E-5+3.583652600768667E-6i,-1.2177070919952435E-5+3.970314940999492E-6i
0.028451679914041437,-0.006000000000000001,9.22240840971643E-7-1.4943344131981621E-6i,3.2196878282350726E-6-3.0837259015201364E-7i
0.02865644931274084,-0.0063603589928754485,1.4883975648043044E-6-1.2998661201775552E-6i,2.848711730790939E-6-2.7265702820929964E-8i
0.027926805393582596,-0.006,3.779242346380336E-7-1.1633473223627021E-6i,2.7122959507095504E-6-5.972097853637773E-7i
0.028169825157379424,-0.006408545170062515,9.523611156350536E-7-1.1252595273858308E-6i,2.544695375490977E-6-2.877795213455466E-7i
0.027399459087994623,-0.006,9.911813748120071E-8-8.321906987389047E-7i,2.232108564184719E-6-6.992033536771339E-7i
0.027666683056726593,-0.006466022487647931,6.07667511993104E-7-9.04465779689547E-7i,2.197568818873123E-6-4.289515951640428E-7i
0.026872110854562696,-0.006,-1.3999161088549878E-8-5.671170041281481E-7i,1.8374430819500064E-6-6.824899533193518E-7i
0.02713825656830246,-0.006478160776629878,3.7170562006941904E-7-6.950235737938694E-7i,1.8851088738708492E-6-4.952266283209798E-7i
0.02634476262113077,-0.006,-3.9561223130814095E-8-3.820024312677559E-7i,1.540836138540431E-6-6.067717755167449E-7i
0.02660926773914106,-0.0064883705155466915,2.437663315329632E-7-5.207804752267035E-7i,1.6178782257891316E-6-4.922305779314661E-7i
0.025817414387698842,-0.006,-2.825497668126652E-8-2.651238065223897E-7i,1.327435316040838E-6-5.144102793063043E-7i
0.02609134278759016,-0.006492231243991659,1.7769382248600497E-7-3.9299781002253397E-7i,1.4096782042217098E-6-4.5553691338684645E-7i
0.025290066154266915,-0.006,-8.68977771652936E-9-1.977715281212153E-7i,1.176447973177557E-6-4.2724140274314225E-7i
0.025556257634916854,-0.0064887699994809435,1.4178444437678362E-7-3.002669746020762E-7i,1.242795639955193E-6-4.0345190759576884E-7i
0.02476271792083499,-0.006,5.843420425444387E-9-1.6171984451800346E-7i,1.0671323656666798E-6-3.557577176785107E-7i
0.025024042934459662,-0.006492241901339134,1.2395238823889723E-7-2.408691906809416E-7i,1.1161556467269987E-6-3.495518207441921E-7i
0.03,-2.9999999999999987E-4,1.498498595510018E-5+5.278161429788453E-6i,-1.6251963505540195E-5+2.2486221673842586E-6i
0.03,-3.9999999999999975E-4,1.5488203059338202E-5+4.98898452138639E-6i,-1.5053482396434897E-5+3.037837428153673E-6i
0.030090506198122906,-3.4370681779189485E-4,1.4212073054116623E-5+4.499997616031674E-6i,-1.5205820045819433E-5+2.4016403302978896E-6i
0.030090432954382653,-4.4060020160991217E-4,1.4650081538167538E-5+4.279091186687123E-6i,-1.4197856928833209E-5+3.0072767388979368E-6i
0.03,-1.9999999999999993E-4,1.4280170301155936E-5+5.396241580921144E-6i,-1.747587643541742E-5+1.3021780540807386E-6i
0.030091104813006836,-2.4040647541612964E-4,1.356922692075909E-5+4.5899369059502035E-6i,-1.6273415121076038E-5+1.6576649152332688E-6i
0.030000000000000002,-9.999999999999996E-5,1.3285723313265756E-5+5.205698602217001E-6i,-1.87084183724263E-5+1.8513326758826876E-7i
0.030092980233734013,-1.4478814483705803E-4,1.277204611717226E-5+4.461565092818897E-6i,-1.720331127448118E-5+9.147678770488279E-7i
0.08470090595258098,-0.04000000000000001,2.769542657716427E-8-5.563169452597974E-10i,-1.2519453927201772E-7+1.601645153735963E-8i
0.09000000000000002,-0.04000000000000001,1.0100773477941903E-8+1.6205285316744814E-9i,-1.2649641223204635E-7+1.632554277916061E-8i
0.0861778374582114,-0.03644791459337017,2.080405609067121E-8+5.761406656156638E-10i,-1.348683009774269E-7+1.7228215378017546E-8i
0.09000000000000002,-0.03465420621963938,2.1060497429636417E-8+3.4228416036392127E-10i,-1.2769945390667319E-7+1.5924453965858362E-8i
0.03,0,1.1603116190237377E-5+4.135669273523947E-6i,-1.9917292503573326E-5-1.0991463797837981E-6i
0.03009501989983404,-4.834280982666429E-5,1.1741201207515947E-5+4.057684723535905E-6i,-1.7993287226212397E-5+2.269137765111864E-7i
0.024235369687403065,-0.006000000000000001,1.1496700005498017E-8-1.4304572953865313E-7i,9.84175069267688E-7-3.0007696957776137E-7i
