1,0,-0.02
2,0.003,-0.02
3,0.006,-0.02
4,0.009,-0.02
5,0.012,-0.02
6,0.015,-0.02
7,0.018,-0.02
8,0.021,-0.02
9,0.024,-0.02
10,0.027,-0.02
11,0.03,-0.02
12,0,-0.018
13,0.003,-0.018
14,0.006,-0.018
15,0.009,-0.018
16,0.012,-0.018
17,0.015,-0.018
18,0.018,-0.018
19,0.021,-0.018
20,0.024,-0.018
21,0.027,-0.018
22,0.03,-0.018
23,0,-0.016
24,0.003,-0.016
25,0.006,-0.016
26,0.009,-0.016
27,0.012,-0.016
28,0.015,-0.016
29,0.018,-0.016
30,0.021,-0.016
31,0.024,-0.016
32,0.027,-0.016
33,0.03,-0.016
34,0,-0.014
35,0.003,-0.014
36,0.006,-0.014
37,0.009,-0.014
38,0.012,-0.014
39,0.015,-0.014
40,0.018,-0.014
41,0.021,-0.014
42,0.024,-0.014
43,0.027,-0.014
44,0.03,-0.014
45,0,-0.012
46,0.003,-0.012
47,0.006,-0.012
48,0.009,-0.012
49,0.012,-0.012
50,0.015,-0.012
51,0.018,-0.012
52,0.021,-0.012
53,0.024,-0.012
54,0.027,-0.012
55,0.03,-0.012
56,0,-0.01
57,0.003,-0.01
58,0.006,-0.01
59,0.009,-0.01
60,0.012,-0.01
61,0.015,-0.01
62,0.018,-0.01
63,0.021,-0.01
64,0.024,-0.01
65,0.027,-0.01
66,0.03,-0.01
67,0,-0.008
68,0.003,-0.008
69,0.006,-0.008
70,0.009,-0.008
71,0.012,-0.008
72,0.015,-0.008
73,0.018,-0.008
74,0.021,-0.008
75,0.024,-0.008
76,0.027,-0.008
77,0.03,-0.008
78,0,-0.006
79,0.003,-0.006
80,0.006,-0.006
81,0.009,-0.006
82,0.012,-0.006
83,0.015,-0.006
84,0.018,-0.006
85,0.021,-0.006
86,0.024,-0.006
87,0.027,-0.006
88,0.03,-0.006
89,0,-0.004
90,0.003,-0.004
91,0.006,-0.004
92,0.009,-0.004
93,0.012,-0.004
94,0.015,-0.004
95,0.018,-0.004
96,0.021,-0.004
97,0.024,-0.004
98,0.027,-0.004
99,0.03,-0.004
100,0,-0.002
101,0.003,-0.002
102,0.006,-0.002
103,0.009,-0.002
104,0.012,-0.002
105,0.015,-0.002
106,0.018,-0.002
107,0.021,-0.002
108,0.024,-0.002
109,0.027,-0.002
110,0.03,-0.002
111,0,0
112,0.003,0
113,0.006,0
114,0.009,0
115,0.012,0
116,0.015,0
117,0.018,0
118,0.021,0
119,0.024,0
120,0.027,0
121,0.03,0
